image_id,send_time,ack_receive_time,RTT_ack,network_delay,preprocess_ms
run_20260504_193111_img_0265,1777903651.287694,1777903652.03685,0.7491559982299805,0.37457799911499023,138.235
run_20260504_193111_img_0266,1777903652.1821153,1777903653.216116,1.0340006351470947,0.5170003175735474,140.351
run_20260504_193111_img_0267,1777903653.3572366,1777903654.6260104,1.2687737941741943,0.6343868970870972,136.712
run_20260504_193111_img_0268,1777903654.7623904,1777903655.9708529,1.2084624767303467,0.6042312383651733,130.526
run_20260504_193111_img_0269,1777903656.1099634,1777903656.9433835,0.8334200382232666,0.4167100191116333,134.876
run_20260504_193111_img_0270,1777903657.0910351,1777903657.8013206,0.7102854251861572,0.3551427125930786,142.72
run_20260504_193111_img_0271,1777903657.9473283,1777903658.798641,0.8513126373291016,0.4256563186645508,139.835
run_20260504_193111_img_0272,1777903658.9523888,1777903660.2752306,1.3228418827056885,0.6614209413528442,147.552
run_20260504_193111_img_0273,1777903660.4210753,1777903661.4705617,1.0494863986968994,0.5247431993484497,140.335
run_20260504_193111_img_0274,1777903661.6256242,1777903662.6105518,0.9849276542663574,0.4924638271331787,148.906
run_20260504_193111_img_0275,1777903662.7652662,1777903663.6839402,0.9186739921569824,0.4593369960784912,149.204
run_20260504_193111_img_0276,1777903663.837622,1777903665.101155,1.263533115386963,0.6317665576934814,148.017
run_20260504_193111_img_0277,1777903665.2541006,1777903667.9541206,2.7000200748443604,1.3500100374221802,147.443
run_20260504_193111_img_0278,1777903668.1093326,1777903669.5018709,1.39253830909729,0.696269154548645,149.548
run_20260504_193111_img_0279,1777903669.6557095,1777903671.1453097,1.4896001815795898,0.7448000907897949,148.324
run_20260504_193111_img_0280,1777903671.3016224,1777903672.2144842,0.9128618240356445,0.45643091201782227,150.444
run_20260504_193111_img_0281,1777903672.366432,1777903673.4678338,1.1014018058776855,0.5507009029388428,146.528
run_20260504_193111_img_0282,1777903673.6199813,1777903675.0196903,1.3997089862823486,0.6998544931411743,146.345
run_20260504_193111_img_0283,1777903675.1687713,1777903675.8714743,0.7027029991149902,0.3513514995574951,143.852
run_20260504_193111_img_0284,1777903676.0206444,1777903676.845406,0.8247616291046143,0.41238081455230713,143.937
run_20260504_193111_img_0285,1777903676.9959793,1777903677.890339,0.8943595886230469,0.44717979431152344,145.251
run_20260504_193111_img_0286,1777903678.0361302,1777903678.7723434,0.736213207244873,0.3681066036224365,140.902
run_20260504_193111_img_0287,1777903678.9207826,1777903679.7241867,0.8034040927886963,0.40170204639434814,143.051
run_20260504_193111_img_0288,1777903679.8738434,1777903680.6974244,0.8235809803009033,0.41179049015045166,144.387
run_20260504_193111_img_0289,1777903680.843792,1777903681.7660737,0.9222817420959473,0.46114087104797363,141.488
run_20260504_193111_img_0290,1777903681.9196026,1777903683.0931885,1.1735858917236328,0.5867929458618164,147.583
run_20260504_193111_img_0291,1777903683.2402346,1777903684.1390526,0.8988180160522461,0.44940900802612305,142.142
run_20260504_193111_img_0292,1777903684.3012214,1777903686.345521,2.044299602508545,1.0221498012542725,154.913
run_20260504_193111_img_0293,1777903686.5036502,1777903689.081717,2.578066825866699,1.2890334129333496,152.081
run_20260504_193111_img_0294,1777903689.241643,1777903691.2913895,2.049746513366699,1.0248732566833496,153.882
run_20260504_193111_img_0295,1777903691.42513,1777903692.2438247,0.8186948299407959,0.40934741497039795,128.217
run_20260504_193111_img_0296,1777903692.3768632,1777903693.3835635,1.0067002773284912,0.5033501386642456,127.792
run_20260504_193111_img_0297,1777903693.5149367,1777903694.576683,1.06174635887146,0.53087317943573,125.786
run_20260504_193111_img_0298,1777903694.7100205,1777903695.9006896,1.190669059753418,0.595334529876709,127.633
run_20260504_193111_img_0299,1777903696.0333872,1777903697.1345468,1.1011595726013184,0.5505797863006592,127.269
run_20260504_193111_img_0300,1777903697.267906,1777903698.2857058,1.0177998542785645,0.5088999271392822,127.943
