timestamp,image_id,preprocess_ms,inference_ms,total_ms
2026-05-01T15:47:05.885404,run_20260501_154702_img_0001,406.256,1857.34,2263.597
2026-05-01T15:47:07.847379,run_20260501_154702_img_0002,178.228,1726.3,1904.528
2026-05-01T15:47:09.718400,run_20260501_154702_img_0003,156.532,1676.052,1832.584
2026-05-01T15:47:11.660731,run_20260501_154702_img_0004,139.07,1766.751,1905.822
2026-05-01T15:47:13.507904,run_20260501_154702_img_0005,143.528,1667.195,1810.723
2026-05-01T15:47:15.451126,run_20260501_154702_img_0006,138.504,1766.453,1904.957
2026-05-01T15:47:17.325000,run_20260501_154702_img_0007,142.623,1696.848,1839.471
2026-05-01T15:47:19.302939,run_20260501_154702_img_0008,168.846,1770.818,1939.664
2026-05-01T15:47:21.184329,run_20260501_154702_img_0009,139.569,1702.161,1841.731
2026-05-01T15:47:23.087678,run_20260501_154702_img_0010,139.347,1729.206,1868.553
2026-05-01T15:47:24.984149,run_20260501_154702_img_0011,107.022,1769.177,1876.199
2026-05-01T15:47:26.839273,run_20260501_154702_img_0012,138.82,1680.957,1819.777
2026-05-01T15:47:28.835276,run_20260501_154702_img_0013,159.96,1772.213,1932.173
2026-05-01T15:47:30.691313,run_20260501_154702_img_0014,112.045,1673.347,1785.392
2026-05-01T15:47:32.645805,run_20260501_154702_img_0015,112.951,1791.067,1904.018
2026-05-01T15:47:34.527163,run_20260501_154702_img_0016,141.546,1700.303,1841.849
2026-05-01T15:47:36.445594,run_20260501_154702_img_0017,115.928,1765.378,1881.306
2026-05-01T15:47:38.302626,run_20260501_154702_img_0018,68.26,1765.659,1833.919
2026-05-01T15:47:40.143174,run_20260501_154702_img_0019,122.29,1681.728,1804.017
2026-05-01T15:47:42.079351,run_20260501_154702_img_0020,123.256,1774.029,1897.285
2026-05-01T15:47:43.948732,run_20260501_154702_img_0021,119.008,1696.011,1815.019
2026-05-01T15:47:45.877820,run_20260501_154702_img_0022,116.957,1764.786,1881.744
2026-05-01T15:47:47.727167,run_20260501_154702_img_0023,118.86,1685.429,1804.289
2026-05-01T15:47:49.667059,run_20260501_154702_img_0024,116.857,1769.306,1886.163
2026-05-01T15:47:51.536765,run_20260501_154702_img_0025,82.463,1734.565,1817.028
2026-05-01T15:47:53.385290,run_20260501_154702_img_0026,123.557,1672.263,1795.82
2026-05-01T15:47:55.382203,run_20260501_154702_img_0027,125.511,1775.088,1900.599
2026-05-01T15:47:57.284374,run_20260501_154702_img_0028,176.387,1677.82,1854.207
2026-05-01T15:47:59.307647,run_20260501_154702_img_0029,202.444,1781.099,1983.543
2026-05-01T15:48:01.226305,run_20260501_154702_img_0030,178.502,1694.401,1872.904
2026-05-01T15:48:03.242406,run_20260501_154702_img_0031,189.041,1774.586,1963.628
2026-05-01T15:48:05.180438,run_20260501_154702_img_0032,110.656,1798.964,1909.62
2026-05-01T15:48:07.085383,run_20260501_154702_img_0033,180.039,1681.495,1861.534
2026-05-01T15:48:09.089843,run_20260501_154702_img_0034,199.542,1764.455,1963.997
2026-05-01T15:48:10.984148,run_20260501_154702_img_0035,178.501,1678.99,1857.491
2026-05-01T15:48:12.981443,run_20260501_154702_img_0036,186.334,1772.906,1959.24
2026-05-01T15:48:14.930133,run_20260501_154702_img_0037,204.222,1704.52,1908.742
2026-05-01T15:48:16.840127,run_20260501_154702_img_0038,179.153,1693.078,1872.231
2026-05-01T15:48:18.841539,run_20260501_154702_img_0039,203.352,1768.333,1971.685
2026-05-01T15:48:20.748244,run_20260501_154702_img_0040,179.386,1682.915,1862.3
2026-05-01T15:48:22.754822,run_20260501_154702_img_0041,189.589,1769.858,1959.447
2026-05-01T15:48:24.672636,run_20260501_154702_img_0042,196.859,1677.825,1874.684
2026-05-01T15:48:26.661380,run_20260501_154702_img_0043,181.694,1765.279,1946.973
2026-05-01T15:48:28.599393,run_20260501_154702_img_0044,155.94,1739.006,1894.946
2026-05-01T15:48:30.501497,run_20260501_154702_img_0045,176.648,1685.935,1862.583
2026-05-01T15:48:32.495209,run_20260501_154702_img_0046,187.774,1766.81,1954.585
2026-05-01T15:48:34.424448,run_20260501_154702_img_0047,202.675,1685.43,1888.106
2026-05-01T15:48:36.422071,run_20260501_154702_img_0048,179.424,1778.352,1957.776
2026-05-01T15:48:38.361555,run_20260501_154702_img_0049,202.839,1693.799,1896.638
2026-05-01T15:48:40.330698,run_20260501_154702_img_0050,175.31,1755.774,1931.084
