timestamp,image_id,preprocess_ms,inference_ms,total_ms
2026-05-01T18:04:11.454012,run_20260501_180407_img_0001,420.793,1853.999,2274.792
2026-05-01T18:04:13.491823,run_20260501_180407_img_0002,178.851,1800.533,1979.384
2026-05-01T18:04:15.464776,run_20260501_180407_img_0003,158.974,1775.506,1934.48
2026-05-01T18:04:17.409691,run_20260501_180407_img_0004,138.626,1769.807,1908.433
2026-05-01T18:04:19.367422,run_20260501_180407_img_0005,146.448,1773.977,1920.425
2026-05-01T18:04:21.311655,run_20260501_180407_img_0006,139.237,1766.469,1905.707
2026-05-01T18:04:23.282272,run_20260501_180407_img_0007,142.956,1793.775,1936.731
2026-05-01T18:04:25.257350,run_20260501_180407_img_0008,167.419,1770.821,1938.24
2026-05-01T18:04:27.209154,run_20260501_180407_img_0009,141.834,1769.061,1910.895
2026-05-01T18:04:29.158352,run_20260501_180407_img_0010,141.078,1771.022,1912.1
2026-05-01T18:04:31.125050,run_20260501_180407_img_0011,155.496,1774.591,1930.087
2026-05-01T18:04:33.074295,run_20260501_180407_img_0012,140.772,1771.761,1912.533
2026-05-01T18:04:35.051209,run_20260501_180407_img_0013,142.857,1770.176,1913.033
2026-05-01T18:04:37.009223,run_20260501_180407_img_0014,113.409,1773.056,1886.466
2026-05-01T18:04:38.961368,run_20260501_180407_img_0015,114.397,1787.551,1901.948
2026-05-01T18:04:40.913292,run_20260501_180407_img_0016,142.334,1770.059,1912.393
2026-05-01T18:04:42.850350,run_20260501_180407_img_0017,118.854,1776.137,1894.991
2026-05-01T18:04:44.785074,run_20260501_180407_img_0018,124.407,1768.792,1893.199
2026-05-01T18:04:46.713225,run_20260501_180407_img_0019,119.773,1771.261,1891.033
2026-05-01T18:04:48.651793,run_20260501_180407_img_0020,119.065,1780.328,1899.393
2026-05-01T18:04:50.600639,run_20260501_180407_img_0021,119.725,1775.873,1895.598
2026-05-01T18:04:52.536312,run_20260501_180407_img_0022,119.363,1769.121,1888.484
2026-05-01T18:04:54.486634,run_20260501_180407_img_0023,125.136,1780.471,1905.607
2026-05-01T18:04:56.433179,run_20260501_180407_img_0024,122.475,1770.106,1892.581
2026-05-01T18:04:58.376880,run_20260501_180407_img_0025,120.107,1770.124,1890.231
2026-05-01T18:05:00.324645,run_20260501_180407_img_0026,118.123,1775.294,1893.417
2026-05-01T18:05:02.311804,run_20260501_180407_img_0027,121.219,1768.918,1890.137
2026-05-01T18:05:04.310597,run_20260501_180407_img_0028,179.434,1771.662,1951.097
2026-05-01T18:05:06.334022,run_20260501_180407_img_0029,204.419,1779.464,1983.884
2026-05-01T18:05:08.329974,run_20260501_180407_img_0030,181.805,1768.247,1950.052
2026-05-01T18:05:10.341019,run_20260501_180407_img_0031,190.529,1767.978,1958.507
2026-05-01T18:05:12.366532,run_20260501_180407_img_0032,205.858,1773.305,1979.163
2026-05-01T18:05:14.369739,run_20260501_180407_img_0033,181.683,1778.143,1959.826
2026-05-01T18:05:16.382522,run_20260501_180407_img_0034,202.053,1770.136,1972.189
2026-05-01T18:05:18.370341,run_20260501_180407_img_0035,179.934,1771.004,1950.939
2026-05-01T18:05:20.375045,run_20260501_180407_img_0036,188.223,1778.477,1966.7
2026-05-01T18:05:22.390901,run_20260501_180407_img_0037,205.522,1770.317,1975.839
2026-05-01T18:05:24.388525,run_20260501_180407_img_0038,181.44,1773.668,1955.108
2026-05-01T18:05:26.420526,run_20260501_180407_img_0039,208.387,1775.399,1983.786
2026-05-01T18:05:28.418960,run_20260501_180407_img_0040,183.029,1770.612,1953.641
2026-05-01T18:05:30.440832,run_20260501_180407_img_0041,192.016,1782.31,1974.326
2026-05-01T18:05:32.454423,run_20260501_180407_img_0042,198.581,1771.29,1969.871
2026-05-01T18:05:34.445815,run_20260501_180407_img_0043,182.756,1767.956,1950.712
2026-05-01T18:05:36.572696,run_20260501_180407_img_0044,202.393,1881.302,2083.695
2026-05-01T18:05:38.564520,run_20260501_180407_img_0045,179.276,1772.873,1952.149
2026-05-01T18:05:40.564373,run_20260501_180407_img_0046,190.009,1770.805,1960.813
2026-05-01T18:05:42.581994,run_20260501_180407_img_0047,205.727,1770.858,1976.585
2026-05-01T18:05:44.576222,run_20260501_180407_img_0048,180.409,1774.112,1954.521
2026-05-01T18:05:46.596425,run_20260501_180407_img_0049,202.007,1775.206,1977.213
2026-05-01T18:05:48.588639,run_20260501_180407_img_0050,177.644,1772.731,1950.375
2026-05-01T18:05:50.594201,run_20260501_180407_img_0051,190.226,1776.236,1966.462
2026-05-01T18:05:52.636888,run_20260501_180407_img_0052,201.563,1795.558,1997.122
2026-05-01T18:05:54.631742,run_20260501_180407_img_0053,180.264,1771.51,1951.773
2026-05-01T18:05:56.651646,run_20260501_180407_img_0054,205.86,1776.355,1982.215
2026-05-01T18:05:58.596471,run_20260501_180407_img_0055,140.043,1770.12,1910.163
2026-05-01T18:06:00.561284,run_20260501_180407_img_0056,152.878,1780.04,1932.918
2026-05-01T18:06:02.531833,run_20260501_180407_img_0057,168.518,1768.16,1936.678
2026-05-01T18:06:04.477462,run_20260501_180407_img_0058,143.717,1767.536,1911.252
2026-05-01T18:06:06.437475,run_20260501_180407_img_0059,145.489,1781.635,1927.124
2026-05-01T18:06:08.384429,run_20260501_180407_img_0060,141.69,1771.678,1913.367
2026-05-01T18:06:10.331278,run_20260501_180407_img_0061,144.439,1770.772,1915.211
2026-05-01T18:06:12.276531,run_20260501_180407_img_0062,133.064,1778.753,1911.818
2026-05-01T18:06:14.228074,run_20260501_180407_img_0063,129.988,1776.985,1906.973
2026-05-01T18:06:16.182380,run_20260501_180407_img_0064,119.014,1777.274,1896.289
2026-05-01T18:06:18.132973,run_20260501_180407_img_0065,116.613,1776.75,1893.363
2026-05-01T18:06:20.072925,run_20260501_180407_img_0066,118.444,1768.62,1887.064
2026-05-01T18:06:22.014768,run_20260501_180407_img_0067,119.594,1774.81,1894.404
2026-05-01T18:06:23.960631,run_20260501_180407_img_0068,134.656,1771.477,1906.132
2026-05-01T18:06:25.910603,run_20260501_180407_img_0069,141.012,1776.203,1917.215
2026-05-01T18:06:27.883360,run_20260501_180407_img_0070,150.233,1788.437,1938.67
2026-05-01T18:06:29.833888,run_20260501_180407_img_0071,146.742,1770.804,1917.546
2026-05-01T18:06:31.785931,run_20260501_180407_img_0072,142.046,1773.94,1915.986
2026-05-01T18:06:33.740813,run_20260501_180407_img_0073,141.787,1774.755,1916.541
2026-05-01T18:06:35.695132,run_20260501_180407_img_0074,142.212,1776.333,1918.544
2026-05-01T18:06:37.663127,run_20260501_180407_img_0075,147.646,1780.064,1927.711
