image_id,inference_start,inference_end,latency,queue_wait_ms
run_20260504_193111_img_0264,1777903651.6496496,1777903651.6989658,0.0493161678314209,0.629
run_20260504_193111_img_0265,1777903652.542937,1777903652.5832112,0.04027414321899414,0.0
run_20260504_193111_img_0266,1777903653.4928632,1777903653.5350664,0.04220318794250488,0.599
run_20260504_193111_img_0267,1777903655.132123,1777903655.1689603,0.03683733940124512,0.0
run_20260504_193111_img_0268,1777903656.4688795,1777903656.5104196,0.04154014587402344,0.0
run_20260504_193111_img_0269,1777903657.3839822,1777903657.4193535,0.03537130355834961,0.0
run_20260504_193111_img_0270,1777903658.3063195,1777903658.3493068,0.04298734664916992,0.0
run_20260504_193111_img_0271,1777903659.2803373,1777903659.329307,0.04896974563598633,0.0
run_20260504_193111_img_0272,1777903660.777891,1777903660.8218093,0.04391837120056152,0.612
run_20260504_193111_img_0273,1777903661.978182,1777903662.0210605,0.04287838935852051,0.0
run_20260504_193111_img_0274,1777903663.1105692,1777903663.1533632,0.042793989181518555,0.0
run_20260504_193111_img_0275,1777903664.1390324,1777903664.1875546,0.048522233963012695,0.0
run_20260504_193111_img_0276,1777903665.6041372,1777903665.6488793,0.04474210739135742,0.0
run_20260504_193111_img_0277,1777903668.449582,1777903668.49511,0.04552793502807617,0.638
run_20260504_193111_img_0278,1777903669.9926684,1777903670.029074,0.03640556335449219,0.66
run_20260504_193111_img_0279,1777903671.6371446,1777903671.6790965,0.041951894760131836,0.0
run_20260504_193111_img_0280,1777903672.7112775,1777903672.7522347,0.04095721244812012,0.0
run_20260504_193111_img_0281,1777903673.9753826,1777903674.0190513,0.04366874694824219,0.576
run_20260504_193111_img_0282,1777903675.5271409,1777903675.5716336,0.04449272155761719,0.597
run_20260504_193111_img_0283,1777903676.3729815,1777903676.4152107,0.04222917556762695,0.547
run_20260504_193111_img_0284,1777903677.354957,1777903677.4055066,0.05054950714111328,0.0
run_20260504_193111_img_0285,1777903678.399019,1777903678.4407523,0.0417332649230957,0.0
run_20260504_193111_img_0286,1777903679.27887,1777903679.3193083,0.040438175201416016,0.62
run_20260504_193111_img_0287,1777903680.228521,1777903680.268945,0.04042387008666992,0.614
run_20260504_193111_img_0288,1777903681.2010603,1777903681.241061,0.04000067710876465,0.0
run_20260504_193111_img_0289,1777903682.269438,1777903682.31343,0.043992042541503906,0.0
run_20260504_193111_img_0290,1777903683.6013494,1777903683.642896,0.04154658317565918,0.652
run_20260504_193111_img_0291,1777903684.64734,1777903684.6919098,0.04456973075866699,0.0
run_20260504_193111_img_0292,1777903686.77547,1777903686.8241634,0.04869341850280762,0.0
run_20260504_193111_img_0293,1777903688.9453607,1777903688.9891834,0.0438227653503418,0.0
run_20260504_193111_img_0294,1777903691.7973154,1777903691.8412738,0.043958425521850586,0.0
run_20260504_193111_img_0295,1777903692.7526648,1777903692.7931392,0.04047441482543945,0.528
run_20260504_193111_img_0296,1777903693.8875487,1777903693.9311922,0.04364347457885742,0.601
run_20260504_193111_img_0297,1777903695.0755455,1777903695.1226728,0.04712724685668945,0.0
run_20260504_193111_img_0298,1777903696.218956,1777903696.2606223,0.041666269302368164,0.532
run_20260504_193111_img_0299,1777903697.6459398,1777903697.6896808,0.04374098777770996,0.0
run_20260504_193111_img_0300,1777903698.790446,1777903698.835111,0.044664859771728516,0.0
