image_id,gt_count,pred_count,tp,fp,fn,precision,recall,f1
run_20260501_171023_img_0105,21,4,4,0,17,1.0,0.1905,0.32
run_20260501_171023_img_0106,42,10,9,1,33,0.9,0.2143,0.3462
run_20260501_171023_img_0107,26,8,6,2,20,0.75,0.2308,0.3529
run_20260501_171023_img_0108,66,25,18,7,48,0.72,0.2727,0.3956
run_20260501_171023_img_0109,61,8,7,1,54,0.875,0.1148,0.2029
run_20260501_171023_img_0110,63,10,6,4,57,0.6,0.0952,0.1644
run_20260501_171023_img_0111,43,14,11,3,32,0.7857,0.2558,0.386
run_20260501_171023_img_0112,33,11,6,5,27,0.5455,0.1818,0.2727
run_20260501_171023_img_0113,0,1,0,1,0,0.0,0.0,0.0
run_20260501_171023_img_0114,31,5,4,1,27,0.8,0.129,0.2222
run_20260501_171023_img_0115,13,3,2,1,11,0.6667,0.1538,0.25
run_20260501_171023_img_0116,24,9,7,2,17,0.7778,0.2917,0.4242
run_20260501_171023_img_0117,8,4,4,0,4,1.0,0.5,0.6667
run_20260501_171023_img_0118,11,3,0,3,11,0.0,0.0,0.0
run_20260501_171023_img_0119,17,7,6,1,11,0.8571,0.3529,0.5
run_20260501_171023_img_0120,20,12,8,4,12,0.6667,0.4,0.5
run_20260501_171023_img_0121,15,9,8,1,7,0.8889,0.5333,0.6667
run_20260501_171023_img_0122,7,3,3,0,4,1.0,0.4286,0.6
run_20260501_171023_img_0123,5,2,1,1,4,0.5,0.2,0.2857
run_20260501_171023_img_0124,5,2,2,0,3,1.0,0.4,0.5714
run_20260501_171023_img_0125,12,1,1,0,11,1.0,0.0833,0.1538
run_20260501_171023_img_0126,54,5,3,2,51,0.6,0.0556,0.1017
run_20260501_171023_img_0127,36,7,4,3,32,0.5714,0.1111,0.186
run_20260501_171023_img_0128,15,6,2,4,13,0.3333,0.1333,0.1905
run_20260501_171023_img_0129,25,5,4,1,21,0.8,0.16,0.2667
run_20260501_171023_img_0130,14,0,0,0,14,0.0,0.0,0.0
run_20260501_171023_img_0131,21,0,0,0,21,0.0,0.0,0.0
run_20260501_171023_img_0132,8,3,0,3,8,0.0,0.0,0.0
run_20260501_171023_img_0133,39,4,3,1,36,0.75,0.0769,0.1395
run_20260501_171023_img_0134,35,9,4,5,31,0.4444,0.1143,0.1818
run_20260501_171023_img_0135,22,5,2,3,20,0.4,0.0909,0.1481
run_20260501_171023_img_0136,9,8,4,4,5,0.5,0.4444,0.4706
run_20260501_171023_img_0137,5,3,2,1,3,0.6667,0.4,0.5
run_20260501_171023_img_0138,33,20,18,2,15,0.9,0.5455,0.6792
run_20260501_171023_img_0139,19,17,8,9,11,0.4706,0.4211,0.4444
run_20260501_171023_img_0140,14,7,6,1,8,0.8571,0.4286,0.5714
run_20260501_171023_img_0141,17,7,7,0,10,1.0,0.4118,0.5833
run_20260501_171023_img_0142,9,8,7,1,2,0.875,0.7778,0.8235
run_20260501_171023_img_0143,8,6,6,0,2,1.0,0.75,0.8571
run_20260501_171023_img_0144,15,9,4,5,11,0.4444,0.2667,0.3333
run_20260501_171023_img_0145,34,12,10,2,24,0.8333,0.2941,0.4348
run_20260501_171023_img_0146,22,4,4,0,18,1.0,0.1818,0.3077
run_20260501_171023_img_0147,4,5,2,3,2,0.4,0.5,0.4444
run_20260501_171023_img_0148,10,2,2,0,8,1.0,0.2,0.3333
run_20260501_171023_img_0149,9,3,2,1,7,0.6667,0.2222,0.3333
run_20260501_171023_img_0150,13,7,5,2,8,0.7143,0.3846,0.5
run_20260501_171023_img_0151,31,14,10,4,21,0.7143,0.3226,0.4444
run_20260501_171023_img_0152,40,16,12,4,28,0.75,0.3,0.4286
run_20260501_171023_img_0153,98,10,10,0,88,1.0,0.102,0.1852
run_20260501_171023_img_0154,52,14,13,1,39,0.9286,0.25,0.3939
run_20260501_171023_img_0155,12,6,3,3,9,0.5,0.25,0.3333
run_20260501_171023_img_0156,11,3,2,1,9,0.6667,0.1818,0.2857
run_20260501_171023_img_0157,15,9,3,6,12,0.3333,0.2,0.25
run_20260501_171023_img_0158,19,5,2,3,17,0.4,0.1053,0.1667
run_20260501_171023_img_0159,21,4,4,0,17,1.0,0.1905,0.32
run_20260501_171023_img_0160,23,4,0,4,23,0.0,0.0,0.0
run_20260501_171023_img_0161,18,5,3,2,15,0.6,0.1667,0.2609
run_20260501_171023_img_0162,18,5,3,2,15,0.6,0.1667,0.2609
run_20260501_171023_img_0163,13,10,6,4,7,0.6,0.4615,0.5217
run_20260501_171023_img_0164,15,5,5,0,10,1.0,0.3333,0.5
run_20260501_171023_img_0165,2,0,0,0,2,0.0,0.0,0.0
run_20260501_171023_img_0166,3,3,2,1,1,0.6667,0.6667,0.6667
run_20260501_171023_img_0167,22,12,7,5,15,0.5833,0.3182,0.4118
run_20260501_171023_img_0168,18,9,5,4,13,0.5556,0.2778,0.3704
run_20260501_171023_img_0169,14,6,3,3,11,0.5,0.2143,0.3
run_20260501_171023_img_0170,11,7,5,2,6,0.7143,0.4545,0.5556
run_20260501_171023_img_0171,20,5,5,0,15,1.0,0.25,0.4
run_20260501_171023_img_0172,30,12,6,6,24,0.5,0.2,0.2857
run_20260501_171023_img_0173,24,13,10,3,14,0.7692,0.4167,0.5405
run_20260501_171023_img_0174,27,13,9,4,18,0.6923,0.3333,0.45
run_20260501_171023_img_0175,5,5,1,4,4,0.2,0.2,0.2
run_20260501_171023_img_0176,19,1,0,1,19,0.0,0.0,0.0
run_20260501_171023_img_0177,13,5,4,1,9,0.8,0.3077,0.4444
run_20260501_171023_img_0178,38,11,8,3,30,0.7273,0.2105,0.3265
run_20260501_171023_img_0179,38,13,8,5,30,0.6154,0.2105,0.3137
run_20260501_171023_img_0180,27,3,2,1,25,0.6667,0.0741,0.1333
run_20260501_171023_img_0181,29,4,0,4,29,0.0,0.0,0.0
run_20260501_171023_img_0182,40,13,7,6,33,0.5385,0.175,0.2642
run_20260501_171023_img_0183,27,6,5,1,22,0.8333,0.1852,0.303
run_20260501_171023_img_0184,18,6,6,0,12,1.0,0.3333,0.5
run_20260501_171023_img_0185,54,10,7,3,47,0.7,0.1296,0.2188
run_20260501_171023_img_0186,85,7,6,1,79,0.8571,0.0706,0.1304
run_20260501_171023_img_0187,64,5,5,0,59,1.0,0.0781,0.1449
run_20260501_171023_img_0188,12,5,5,0,7,1.0,0.4167,0.5882
run_20260501_171023_img_0189,108,3,2,1,106,0.6667,0.0185,0.036
run_20260501_171023_img_0190,112,13,11,2,101,0.8462,0.0982,0.176
run_20260501_171023_img_0191,140,32,13,19,127,0.4062,0.0929,0.1512
run_20260501_171023_img_0192,146,22,13,9,133,0.5909,0.089,0.1548
run_20260501_171023_img_0193,43,2,2,0,41,1.0,0.0465,0.0889
run_20260501_171023_img_0194,56,7,7,0,49,1.0,0.125,0.2222
run_20260501_171023_img_0195,29,10,7,3,22,0.7,0.2414,0.359
run_20260501_171023_img_0196,44,16,15,1,29,0.9375,0.3409,0.5
run_20260501_171023_img_0197,40,9,7,2,33,0.7778,0.175,0.2857
run_20260501_171023_img_0198,13,1,1,0,12,1.0,0.0769,0.1429
run_20260501_171023_img_0199,6,2,1,1,5,0.5,0.1667,0.25
run_20260501_171023_img_0200,40,1,1,0,39,1.0,0.025,0.0488
run_20260501_171023_img_0201,22,7,6,1,16,0.8571,0.2727,0.4138
run_20260501_171023_img_0202,27,12,8,4,19,0.6667,0.2963,0.4103
run_20260501_171023_img_0203,29,4,4,0,25,1.0,0.1379,0.2424
run_20260501_171023_img_0204,176,31,21,10,155,0.6774,0.1193,0.2029
run_20260501_171023_img_0205,89,19,16,3,73,0.8421,0.1798,0.2963
run_20260501_171023_img_0206,82,12,11,1,71,0.9167,0.1341,0.234
run_20260501_171023_img_0207,117,5,2,3,115,0.4,0.0171,0.0328
run_20260501_171023_img_0208,135,1,0,1,135,0.0,0.0,0.0
run_20260501_171023_img_0209,224,23,16,7,208,0.6957,0.0714,0.1296
run_20260501_171023_img_0210,184,27,19,8,165,0.7037,0.1033,0.1801
run_20260501_171023_img_0211,68,5,2,3,66,0.4,0.0294,0.0548
run_20260501_171023_img_0212,86,0,0,0,86,0.0,0.0,0.0
run_20260501_171023_img_0213,82,1,1,0,81,1.0,0.0122,0.0241
run_20260501_171023_img_0214,94,3,2,1,92,0.6667,0.0213,0.0412
run_20260501_171023_img_0215,376,11,5,6,371,0.4545,0.0133,0.0258
run_20260501_171023_img_0216,286,16,2,14,284,0.125,0.007,0.0132
run_20260501_171023_img_0217,272,22,4,18,268,0.1818,0.0147,0.0272
run_20260501_171023_img_0218,217,12,3,9,214,0.25,0.0138,0.0262
run_20260501_171023_img_0219,285,20,3,17,282,0.15,0.0105,0.0197
run_20260501_171023_img_0220,200,7,1,6,199,0.1429,0.005,0.0097
run_20260501_171023_img_0221,35,13,10,3,25,0.7692,0.2857,0.4167
run_20260501_171023_img_0222,19,2,2,0,17,1.0,0.1053,0.1905
run_20260501_171023_img_0223,32,15,10,5,22,0.6667,0.3125,0.4255
run_20260501_171023_img_0224,57,19,17,2,40,0.8947,0.2982,0.4474
run_20260501_171023_img_0225,27,12,12,0,15,1.0,0.4444,0.6154
run_20260501_171023_img_0226,44,18,16,2,28,0.8889,0.3636,0.5161
run_20260501_171023_img_0227,48,15,13,2,35,0.8667,0.2708,0.4127
run_20260501_171023_img_0228,48,19,19,0,29,1.0,0.3958,0.5672
run_20260501_171023_img_0229,75,26,23,3,52,0.8846,0.3067,0.4554
run_20260501_171023_img_0230,22,3,3,0,19,1.0,0.1364,0.24
run_20260501_171023_img_0231,63,14,13,1,50,0.9286,0.2063,0.3377
run_20260501_171023_img_0232,47,13,12,1,35,0.9231,0.2553,0.4
run_20260501_171023_img_0233,30,5,4,1,26,0.8,0.1333,0.2286
run_20260501_171023_img_0234,57,27,23,4,34,0.8519,0.4035,0.5476
run_20260501_171023_img_0235,97,20,11,9,86,0.55,0.1134,0.188
run_20260501_171023_img_0236,57,16,12,4,45,0.75,0.2105,0.3288
run_20260501_171023_img_0237,71,33,30,3,41,0.9091,0.4225,0.5769
run_20260501_171023_img_0238,78,30,22,8,56,0.7333,0.2821,0.4074
run_20260501_171023_img_0239,57,16,12,4,45,0.75,0.2105,0.3288
run_20260501_171023_img_0240,21,1,0,1,21,0.0,0.0,0.0
run_20260501_171023_img_0241,5,3,3,0,2,1.0,0.6,0.75
run_20260501_171023_img_0242,17,6,5,1,12,0.8333,0.2941,0.4348
run_20260501_171023_img_0243,22,0,0,0,22,0.0,0.0,0.0
run_20260501_171023_img_0244,18,4,3,1,15,0.75,0.1667,0.2727
run_20260501_171023_img_0245,12,6,6,0,6,1.0,0.5,0.6667
run_20260501_171023_img_0246,5,0,0,0,5,0.0,0.0,0.0
run_20260501_171023_img_0247,9,2,2,0,7,1.0,0.2222,0.3636
run_20260501_171023_img_0248,8,2,1,1,7,0.5,0.125,0.2
run_20260501_171023_img_0249,18,6,6,0,12,1.0,0.3333,0.5
run_20260501_171023_img_0250,7,2,2,0,5,1.0,0.2857,0.4444
run_20260501_171023_img_0251,20,5,4,1,16,0.8,0.2,0.32
run_20260501_171023_img_0252,19,2,2,0,17,1.0,0.1053,0.1905
run_20260501_171023_img_0253,7,3,3,0,4,1.0,0.4286,0.6
run_20260501_171023_img_0254,5,2,2,0,3,1.0,0.4,0.5714
run_20260501_171023_img_0255,5,1,1,0,4,1.0,0.2,0.3333
run_20260501_171023_img_0256,43,7,7,0,36,1.0,0.1628,0.28
run_20260501_171023_img_0257,45,17,16,1,29,0.9412,0.3556,0.5161
run_20260501_171023_img_0258,30,12,10,2,20,0.8333,0.3333,0.4762
run_20260501_171023_img_0259,27,3,2,1,25,0.6667,0.0741,0.1333
run_20260501_171023_img_0260,16,7,6,1,10,0.8571,0.375,0.5217
run_20260501_171023_img_0261,38,17,16,1,22,0.9412,0.4211,0.5818
run_20260501_171023_img_0262,20,2,2,0,18,1.0,0.1,0.1818
run_20260501_171023_img_0263,23,2,2,0,21,1.0,0.087,0.16
run_20260501_171023_img_0264,7,3,2,1,5,0.6667,0.2857,0.4
run_20260501_171023_img_0265,5,5,3,2,2,0.6,0.6,0.6
run_20260501_171023_img_0266,5,1,1,0,4,1.0,0.2,0.3333
run_20260501_171023_img_0267,5,3,3,0,2,1.0,0.6,0.75
run_20260501_171023_img_0268,7,2,2,0,5,1.0,0.2857,0.4444
run_20260501_171023_img_0269,16,7,2,5,14,0.2857,0.125,0.1739
run_20260501_171023_img_0270,14,5,2,3,12,0.4,0.1429,0.2105
run_20260501_171023_img_0271,11,2,1,1,10,0.5,0.0909,0.1538
run_20260501_171023_img_0272,30,2,1,1,29,0.5,0.0333,0.0625
run_20260501_171023_img_0273,18,9,7,2,11,0.7778,0.3889,0.5185
run_20260501_171023_img_0274,3,0,0,0,3,0.0,0.0,0.0
run_20260501_171023_img_0275,34,14,8,6,26,0.5714,0.2353,0.3333
run_20260501_171023_img_0276,28,13,11,2,17,0.8462,0.3929,0.5366
run_20260501_171023_img_0277,23,16,15,1,8,0.9375,0.6522,0.7692
run_20260501_171023_img_0278,18,10,9,1,9,0.9,0.5,0.6429
run_20260501_171023_img_0279,32,12,10,2,22,0.8333,0.3125,0.4545
run_20260501_171023_img_0280,29,13,11,2,18,0.8462,0.3793,0.5238
run_20260501_171023_img_0281,20,5,5,0,15,1.0,0.25,0.4
run_20260501_171023_img_0282,14,8,8,0,6,1.0,0.5714,0.7273
run_20260501_171023_img_0283,14,6,3,3,11,0.5,0.2143,0.3
run_20260501_171023_img_0284,10,3,3,0,7,1.0,0.3,0.4615
run_20260501_171023_img_0285,19,9,9,0,10,1.0,0.4737,0.6429
run_20260501_171023_img_0286,8,4,4,0,4,1.0,0.5,0.6667
run_20260501_171023_img_0287,9,3,1,2,8,0.3333,0.1111,0.1667
run_20260501_171023_img_0288,14,3,3,0,11,1.0,0.2143,0.3529
__aggregate__,13614,2965,2198,767,11416,0.7413,0.1615,0.2652
