image_id,preprocess_ms,inference_latency_ms,total_latency_ms
run_20260501_181904_img_0124,146.842,1829.921,1976.763
run_20260501_181904_img_0125,149.627,1825.251,1974.878
run_20260501_181904_img_0126,146.652,1834.559,1981.211
run_20260501_181904_img_0127,144.715,1833.866,1978.58
run_20260501_181904_img_0128,146.974,1837.783,1984.757
run_20260501_181904_img_0129,144.3,1835.225,1979.525
run_20260501_181904_img_0130,146.977,1829.703,1976.68
run_20260501_181904_img_0131,148.232,1834.4,1982.631
run_20260501_181904_img_0132,148.302,1862.162,2010.464
run_20260501_181904_img_0133,146.913,1826.546,1973.458
run_20260501_181904_img_0134,147.05,1830.094,1977.144
run_20260501_181904_img_0135,142.136,1830.485,1972.621
run_20260501_181904_img_0136,144.825,1833.289,1978.114
run_20260501_181904_img_0137,146.895,1829.979,1976.874
run_20260501_181904_img_0138,147.683,1831.334,1979.016
run_20260501_181904_img_0139,147.744,1828.453,1976.197
run_20260501_181904_img_0140,144.076,1839.152,1983.229
run_20260501_181904_img_0141,145.437,1826.293,1971.731
run_20260501_181904_img_0142,141.807,1836.258,1978.064
run_20260501_181904_img_0143,147.413,1830.998,1978.412
run_20260501_181904_img_0144,144.896,1826.405,1971.3
run_20260501_181904_img_0145,145.738,1828.409,1974.146
run_20260501_181904_img_0146,140.844,1833.51,1974.353
run_20260501_181904_img_0147,140.736,1828.044,1968.779
run_20260501_181904_img_0148,146.682,1834.095,1980.777
run_20260501_181904_img_0149,144.399,1825.336,1969.735
run_20260501_181904_img_0150,141.059,1836.275,1977.334
run_20260501_181904_img_0151,144.849,1830.345,1975.193
run_20260501_181904_img_0152,141.192,1836.068,1977.26
run_20260501_181904_img_0153,145.361,1825.259,1970.62
run_20260501_181904_img_0154,143.308,1836.003,1979.31
run_20260501_181904_img_0155,140.323,1830.607,1970.93
run_20260501_181904_img_0156,148.481,1832.564,1981.045
run_20260501_181904_img_0157,149.131,1830.157,1979.289
run_20260501_181904_img_0158,142.631,1827.212,1969.843
run_20260501_181904_img_0159,144.96,1826.332,1971.291
run_20260501_181904_img_0160,143.861,1838.843,1982.704
run_20260501_181904_img_0161,145.802,1828.377,1974.179
run_20260501_181904_img_0162,145.474,1833.534,1979.007
run_20260501_181904_img_0163,143.598,1748.782,1892.38
run_20260501_181904_img_0164,146.44,1829.422,1975.862
run_20260501_181904_img_0165,146.759,1882.955,2029.713
run_20260501_181904_img_0166,149.084,1831.318,1980.403
run_20260501_181904_img_0167,145.97,1826.176,1972.146
run_20260501_181904_img_0168,143.302,1837.338,1980.639
run_20260501_181904_img_0169,143.568,1828.439,1972.007
run_20260501_181904_img_0170,143.48,1834.757,1978.237
run_20260501_181904_img_0171,144.8,1829.776,1974.576
run_20260501_181904_img_0172,148.552,1831.483,1980.036
run_20260501_181904_img_0173,140.808,1834.716,1975.524
run_20260501_181904_img_0174,141.158,1828.622,1969.78
run_20260501_181904_img_0175,140.558,1832.489,1973.047
run_20260501_181904_img_0176,145.839,1830.338,1976.177
run_20260501_181904_img_0177,143.773,1825.107,1968.881
run_20260501_181904_img_0178,122.686,1753.225,1875.911
run_20260501_181904_img_0179,127.005,1828.115,1955.12
run_20260501_181904_img_0180,123.001,1839.662,1962.663
run_20260501_181904_img_0181,126.213,1827.334,1953.547
run_20260501_181904_img_0182,147.946,1830.614,1978.56
run_20260501_181904_img_0183,146.816,1838.058,1984.874
run_20260501_181904_img_0184,148.462,1836.96,1985.422
run_20260501_181904_img_0185,149.543,1823.427,1972.97
run_20260501_181904_img_0186,187.391,1835.821,2023.212
run_20260501_181904_img_0187,147.174,1831.535,1978.709
run_20260501_181904_img_0188,145.285,1836.898,1982.182
run_20260501_181904_img_0189,148.157,1821.669,1969.827
run_20260501_181904_img_0190,150.284,1832.741,1983.025
run_20260501_181904_img_0191,152.14,1832.206,1984.346
run_20260501_181904_img_0192,153.679,1849.844,2003.524
run_20260501_181904_img_0193,148.853,1832.562,1981.415
run_20260501_181904_img_0194,149.12,1827.848,1976.968
run_20260501_181904_img_0195,146.282,1824.393,1970.675
run_20260501_181904_img_0196,150.77,1833.436,1984.205
run_20260501_181904_img_0197,149.757,1826.719,1976.476
run_20260501_181904_img_0198,149.66,1840.451,1990.111
run_20260501_181904_img_0199,147.784,1830.453,1978.237
run_20260501_181904_img_0200,147.78,1827.816,1975.596
run_20260501_181904_img_0201,148.785,1832.097,1980.883
run_20260501_181904_img_0202,147.312,1836.306,1983.619
run_20260501_181904_img_0203,147.167,1829.836,1977.004
run_20260501_181904_img_0204,153.559,1822.337,1975.897
run_20260501_181904_img_0205,151.084,1825.622,1976.706
run_20260501_181904_img_0206,149.848,1833.683,1983.53
run_20260501_181904_img_0207,147.82,1828.906,1976.727
run_20260501_181904_img_0208,150.127,1836.747,1986.874
run_20260501_181904_img_0209,153.125,1822.523,1975.648
run_20260501_181904_img_0210,150.616,1827.982,1978.597
run_20260501_181904_img_0211,148.477,1836.45,1984.927
run_20260501_181904_img_0212,146.985,1823.086,1970.071
run_20260501_181904_img_0213,147.066,1826.864,1973.93
run_20260501_181904_img_0214,146.727,1828.575,1975.302
run_20260501_181904_img_0215,149.898,1820.224,1970.122
run_20260501_181904_img_0216,150.591,1836.802,1987.394
run_20260501_181904_img_0217,149.305,1820.797,1970.101
run_20260501_181904_img_0218,81.357,1837.128,1918.485
run_20260501_181904_img_0219,147.136,1828.706,1975.842
run_20260501_181904_img_0220,150.404,1748.353,1898.757
run_20260501_181904_img_0221,143.105,1826.047,1969.152
run_20260501_181904_img_0222,146.073,1829.754,1975.827
run_20260501_181904_img_0223,185.375,1835.291,2020.666
run_20260501_181904_img_0224,160.852,1828.487,1989.339
run_20260501_181904_img_0225,161.324,1825.234,1986.558
run_20260501_181904_img_0226,165.557,1860.891,2026.449
run_20260501_181904_img_0227,182.917,1826.236,2009.152
run_20260501_181904_img_0228,186.47,1831.892,2018.362
run_20260501_181904_img_0229,160.661,1829.293,1989.954
run_20260501_181904_img_0230,159.621,1856.839,2016.46
run_20260501_181904_img_0231,183.142,1835.191,2018.333
run_20260501_181904_img_0232,163.845,1832.808,1996.654
run_20260501_181904_img_0233,155.961,1831.046,1987.006
run_20260501_181904_img_0234,163.577,1830.947,1994.523
run_20260501_181904_img_0235,163.687,1831.458,1995.144
run_20260501_181904_img_0236,162.802,1833.351,1996.153
run_20260501_181904_img_0237,163.642,1827.414,1991.056
run_20260501_181904_img_0238,162.457,1832.495,1994.952
run_20260501_181904_img_0239,165.422,1832.015,1997.436
run_20260501_181904_img_0240,155.029,1833.341,1988.37
run_20260501_181904_img_0241,157.596,1841.963,1999.559
run_20260501_181904_img_0242,174.104,1833.127,2007.23
run_20260501_181904_img_0243,162.16,1842.578,2004.738
run_20260501_181904_img_0244,163.106,1827.44,1990.546
run_20260501_181904_img_0245,164.335,1848.583,2012.919
run_20260501_181904_img_0246,186.644,1833.886,2020.529
run_20260501_181904_img_0247,187.702,1828.772,2016.474
run_20260501_181904_img_0248,162.352,1828.021,1990.372
run_20260501_181904_img_0249,161.931,1854.721,2016.652
run_20260501_181904_img_0250,186.15,1831.796,2017.946
run_20260501_181904_img_0251,162.336,1859.008,2021.344
run_20260501_181904_img_0252,162.875,1839.519,2002.393
run_20260501_181904_img_0253,160.963,1829.124,1990.087
run_20260501_181904_img_0254,161.824,1838.176,2000.0
run_20260501_181904_img_0255,161.387,1825.501,1986.888
run_20260501_181904_img_0256,165.863,1836.184,2002.048
run_20260501_181904_img_0257,163.702,1828.584,1992.286
run_20260501_181904_img_0258,161.974,1837.409,1999.383
run_20260501_181904_img_0259,163.271,1835.568,1998.838
run_20260501_181904_img_0260,153.126,1830.158,1983.284
run_20260501_181904_img_0261,158.313,1837.883,1996.196
run_20260501_181904_img_0262,159.779,1828.069,1987.848
run_20260501_181904_img_0263,159.86,1828.009,1987.869
run_20260501_181904_img_0264,162.736,1844.398,2007.134
run_20260501_181904_img_0265,157.35,1825.57,1982.92
run_20260501_181904_img_0266,158.698,1832.794,1991.492
run_20260501_181904_img_0267,156.155,1829.801,1985.956
run_20260501_181904_img_0268,155.813,1830.732,1986.545
run_20260501_181904_img_0269,154.801,1831.434,1986.235
run_20260501_181904_img_0270,155.111,1834.958,1990.069
run_20260501_181904_img_0271,160.243,1833.755,1993.999
run_20260501_181904_img_0272,164.57,1831.316,1995.886
run_20260501_181904_img_0273,160.498,1829.704,1990.202
run_20260501_181904_img_0274,166.454,1835.996,2002.45
run_20260501_181904_img_0275,165.041,1822.044,1987.084
run_20260501_181904_img_0276,166.934,1838.61,2005.543
run_20260501_181904_img_0277,166.127,1824.189,1990.316
run_20260501_181904_img_0278,166.936,1831.062,1997.999
run_20260501_181904_img_0279,166.671,1839.497,2006.168
run_20260501_181904_img_0280,167.68,1827.101,1994.781
run_20260501_181904_img_0281,165.56,1833.47,1999.03
run_20260501_181904_img_0282,163.601,1835.239,1998.84
run_20260501_181904_img_0283,162.016,1826.267,1988.283
run_20260501_181904_img_0284,163.786,1744.751,1908.538
run_20260501_181904_img_0285,163.356,1826.696,1990.053
run_20260501_181904_img_0286,159.404,1839.446,1998.85
run_20260501_181904_img_0287,160.683,1831.915,1992.598
run_20260501_181904_img_0288,162.734,1745.053,1907.787
run_20260501_181904_img_0289,160.781,1831.725,1992.506
run_20260501_181904_img_0290,161.617,1831.943,1993.56
run_20260501_183332_img_0001,422.654,1865.149,2287.803
run_20260501_183332_img_0002,181.083,1798.373,1979.456
run_20260501_183332_img_0003,155.893,1769.116,1925.009
run_20260501_183332_img_0004,139.284,1767.114,1906.398
run_20260501_183332_img_0005,147.931,1774.05,1921.982
run_20260501_183332_img_0006,140.345,1776.576,1916.922
run_20260501_183332_img_0007,143.437,1794.09,1937.527
run_20260501_183332_img_0008,167.238,1772.079,1939.317
run_20260501_183332_img_0009,141.286,1771.036,1912.322
run_20260501_183332_img_0010,141.452,1766.719,1908.172
run_20260501_183332_img_0011,159.05,1772.453,1931.503
run_20260501_183332_img_0012,141.716,1768.315,1910.031
run_20260501_183332_img_0013,151.013,1770.065,1921.078
run_20260501_183332_img_0014,114.0,1772.404,1886.404
run_20260501_183332_img_0015,113.187,1792.776,1905.963
run_20260501_183332_img_0016,148.609,1767.19,1915.799
run_20260501_183332_img_0017,131.427,1781.597,1913.024
run_20260501_183332_img_0018,126.397,1767.336,1893.734
run_20260501_183332_img_0019,128.286,1765.892,1894.178
run_20260501_183332_img_0020,133.496,1769.119,1902.614
run_20260501_183332_img_0021,118.733,1768.139,1886.872
run_20260501_183332_img_0022,121.568,1772.048,1893.616
run_20260501_183332_img_0023,126.12,1768.329,1894.449
run_20260501_183332_img_0024,123.187,1768.99,1892.177
run_20260501_183332_img_0025,118.863,1774.59,1893.453
run_20260501_183332_img_0026,125.699,1776.382,1902.081
run_20260501_183332_img_0027,122.708,1782.654,1905.362
run_20260501_183332_img_0028,190.874,1772.194,1963.067
run_20260501_183332_img_0029,203.375,1770.307,1973.682
run_20260501_183332_img_0030,182.173,1783.527,1965.7
run_20260501_183332_img_0031,190.906,1776.917,1967.823
run_20260501_183332_img_0032,207.061,1779.816,1986.877
run_20260501_183332_img_0033,182.67,1772.62,1955.29
run_20260501_183332_img_0034,201.461,1771.913,1973.374
run_20260501_183332_img_0035,180.877,1775.525,1956.402
run_20260501_183332_img_0036,188.071,1772.213,1960.284
run_20260501_183332_img_0037,206.957,1773.289,1980.246
run_20260501_183332_img_0038,183.11,1766.596,1949.707
run_20260501_183332_img_0039,207.132,1765.585,1972.717
run_20260501_183332_img_0040,182.745,1774.731,1957.475
run_20260501_183332_img_0041,193.504,1774.248,1967.751
run_20260501_183332_img_0042,197.974,1772.23,1970.204
run_20260501_183332_img_0043,183.873,1778.687,1962.56
run_20260501_183332_img_0044,201.307,1767.078,1968.386
run_20260501_183332_img_0045,180.597,1778.998,1959.594
run_20260501_183332_img_0046,190.915,1768.781,1959.696
run_20260501_183332_img_0047,205.634,1767.152,1972.786
run_20260501_183332_img_0048,183.499,1773.494,1956.993
run_20260501_183332_img_0049,203.727,1767.023,1970.75
run_20260501_183332_img_0050,180.273,1764.989,1945.261
run_20260501_183332_img_0051,192.017,1772.242,1964.26
run_20260501_183332_img_0052,203.508,1772.383,1975.892
run_20260501_183332_img_0053,179.748,1777.045,1956.792
run_20260501_183332_img_0054,206.57,1772.105,1978.675
run_20260501_183332_img_0055,140.359,1771.123,1911.482
run_20260501_183332_img_0056,151.872,1770.746,1922.617
run_20260501_183332_img_0057,166.735,1771.714,1938.449
run_20260501_183332_img_0058,144.643,1799.847,1944.49
run_20260501_183332_img_0059,146.002,1780.965,1926.967
run_20260501_183332_img_0060,141.864,1771.306,1913.17
run_20260501_183332_img_0061,149.428,1781.165,1930.592
run_20260501_183332_img_0062,128.09,2000.897,2128.987
run_20260501_183332_img_0063,123.678,1787.686,1911.364
run_20260501_183332_img_0064,119.879,1765.143,1885.022
run_20260501_183332_img_0065,115.812,1770.237,1886.048
run_20260501_183332_img_0066,119.714,1799.025,1918.739
run_20260501_183332_img_0067,120.174,1804.125,1924.299
run_20260501_183332_img_0068,135.268,1773.331,1908.599
run_20260501_183332_img_0069,141.191,1780.777,1921.967
run_20260501_183332_img_0070,141.976,1770.335,1912.31
run_20260501_183332_img_0071,144.455,1777.753,1922.207
run_20260501_183332_img_0072,141.575,1775.622,1917.197
run_20260501_183332_img_0073,141.191,1775.274,1916.464
run_20260501_183332_img_0074,142.226,1774.165,1916.391
run_20260501_183332_img_0075,145.37,1774.302,1919.672
run_20260501_183332_img_0076,136.552,1776.356,1912.909
run_20260501_183332_img_0077,138.009,1769.942,1907.951
run_20260501_183332_img_0078,146.85,1776.031,1922.882
run_20260501_183332_img_0079,138.96,1778.914,1917.874
run_20260501_183332_img_0080,138.609,1771.267,1909.876
run_20260501_183332_img_0081,141.366,1778.576,1919.942
run_20260501_183332_img_0082,194.113,1771.311,1965.424
run_20260501_183332_img_0083,217.126,1774.004,1991.13
run_20260501_183332_img_0084,187.735,1783.067,1970.802
run_20260501_183332_img_0085,203.88,1772.553,1976.433
run_20260501_183332_img_0086,223.943,1774.067,1998.01
run_20260501_183332_img_0087,194.581,1787.418,1981.999
run_20260501_183332_img_0088,216.381,1790.096,2006.477
run_20260501_183332_img_0089,123.026,1806.683,1929.708
run_20260501_183332_img_0090,132.738,1789.793,1922.531
run_20260501_183332_img_0091,145.66,1782.467,1928.127
run_20260501_183332_img_0092,129.255,1792.084,1921.339
run_20260501_183332_img_0093,133.139,1790.913,1924.052
run_20260501_183332_img_0094,126.937,1792.62,1919.557
run_20260501_183332_img_0095,127.403,1786.957,1914.361
run_20260501_183332_img_0096,132.115,1794.223,1926.338
run_20260501_183332_img_0097,127.886,1790.721,1918.607
run_20260501_183332_img_0098,126.002,1787.34,1913.342
run_20260501_183332_img_0099,123.56,1789.156,1912.716
run_20260501_183332_img_0100,147.171,1791.132,1938.303
run_20260501_183332_img_0101,143.343,1787.495,1930.837
run_20260501_183332_img_0102,138.891,1797.843,1936.734
run_20260501_183332_img_0103,142.421,1788.287,1930.708
run_20260501_183332_img_0104,148.595,1788.444,1937.039
run_20260501_183332_img_0105,147.602,1792.505,1940.107
run_20260501_183332_img_0106,151.494,1790.45,1941.944
run_20260501_183332_img_0107,141.94,1791.193,1933.133
run_20260501_183332_img_0108,144.367,1790.407,1934.775
run_20260501_183332_img_0109,144.141,1786.89,1931.031
run_20260501_183332_img_0110,145.816,1792.677,1938.493
run_20260501_183332_img_0111,147.41,1787.36,1934.77
run_20260501_183332_img_0112,145.508,1784.056,1929.563
run_20260501_183332_img_0113,137.872,1792.671,1930.543
run_20260501_183332_img_0114,147.777,1798.609,1946.386
run_20260501_183332_img_0115,142.047,1796.391,1938.437
run_20260501_183332_img_0116,144.322,1786.77,1931.092
run_20260501_183332_img_0117,142.044,1791.39,1933.435
run_20260501_183332_img_0118,142.553,1793.509,1936.062
run_20260501_183332_img_0119,150.749,1804.53,1955.279
run_20260501_183332_img_0120,144.288,1856.672,2000.96
run_20260501_183332_img_0121,144.137,1784.442,1928.579
run_20260501_183332_img_0122,142.157,1782.541,1924.698
run_20260501_183332_img_0123,147.005,1797.893,1944.898
run_20260501_183332_img_0124,151.61,1787.613,1939.223
run_20260501_183332_img_0125,146.495,1777.769,1924.264
run_20260501_183332_img_0126,145.331,1777.443,1922.774
run_20260501_183332_img_0127,146.946,1779.255,1926.201
run_20260501_183332_img_0128,142.319,1789.309,1931.628
run_20260501_183332_img_0129,146.24,1772.786,1919.027
run_20260501_183332_img_0130,148.218,1781.717,1929.935
run_20260501_183332_img_0131,146.478,1779.806,1926.283
run_20260501_183332_img_0132,149.295,1787.511,1936.806
run_20260501_183332_img_0133,148.425,1784.944,1933.369
run_20260501_183332_img_0134,145.642,1785.213,1930.854
run_20260501_183332_img_0135,142.824,1771.847,1914.671
run_20260501_183332_img_0136,143.835,1791.328,1935.162
run_20260501_183332_img_0137,144.632,1776.146,1920.777
run_20260501_183332_img_0138,145.717,1785.585,1931.302
run_20260501_183332_img_0139,144.479,1780.245,1924.724
run_20260501_183332_img_0140,141.336,1784.448,1925.784
run_20260501_183332_img_0141,143.605,1779.277,1922.881
run_20260501_183332_img_0142,146.407,1785.35,1931.756
run_20260501_183332_img_0143,142.63,1775.207,1917.838
run_20260501_183332_img_0144,143.955,1789.56,1933.515
run_20260501_183332_img_0145,145.691,1780.242,1925.934
run_20260501_183332_img_0146,143.395,1786.759,1930.154
run_20260501_183332_img_0147,146.392,1776.473,1922.865
run_20260501_183332_img_0148,142.658,1783.085,1925.743
run_20260501_183332_img_0149,141.89,1784.887,1926.778
run_20260501_183332_img_0150,146.223,1779.955,1926.178
run_20260501_183332_img_0151,145.366,1782.362,1927.728
run_20260501_183332_img_0152,139.096,1794.411,1933.508
run_20260501_183332_img_0153,145.009,1776.699,1921.708
run_20260501_183332_img_0154,143.586,1792.668,1936.254
run_20260501_183332_img_0155,139.039,1774.778,1913.817
run_20260501_183332_img_0156,140.469,1784.137,1924.606
run_20260501_183332_img_0157,150.152,1790.333,1940.485
run_20260501_183332_img_0158,141.712,1788.968,1930.68
run_20260501_183332_img_0159,143.864,1780.376,1924.24
run_20260501_183332_img_0160,143.307,1785.644,1928.951
run_20260501_183332_img_0161,143.892,1778.596,1922.488
run_20260501_183332_img_0162,145.801,1790.132,1935.934
run_20260501_183332_img_0163,144.389,1776.211,1920.601
run_20260501_183332_img_0164,142.085,1785.345,1927.43
run_20260501_183332_img_0165,146.377,1782.296,1928.672
run_20260501_183332_img_0166,144.764,1784.394,1929.158
run_20260501_183332_img_0167,147.373,1781.366,1928.739
run_20260501_183332_img_0168,141.887,1787.314,1929.2
run_20260501_183332_img_0169,147.92,1774.754,1922.674
run_20260501_183332_img_0170,143.044,1795.552,1938.596
run_20260501_183332_img_0171,145.202,1777.396,1922.597
run_20260501_183332_img_0172,143.272,1791.739,1935.011
run_20260501_183332_img_0173,140.893,1782.493,1923.387
run_20260501_183332_img_0174,142.527,1785.336,1927.863
run_20260501_183332_img_0175,140.932,1788.579,1929.511
run_20260501_183332_img_0176,146.138,1787.257,1933.396
run_20260501_183332_img_0177,143.423,1781.45,1924.873
run_20260501_183332_img_0178,129.624,1790.399,1920.023
run_20260501_183332_img_0179,125.843,1775.296,1901.139
run_20260501_183332_img_0180,123.138,1808.024,1931.162
run_20260501_183332_img_0181,132.261,1775.174,1907.435
run_20260501_183332_img_0182,153.149,1789.546,1942.696
run_20260501_183332_img_0183,147.693,1788.771,1936.464
run_20260501_183332_img_0184,148.179,1785.76,1933.939
run_20260501_183332_img_0185,153.597,1778.636,1932.234
run_20260501_183332_img_0186,154.122,1786.034,1940.156
run_20260501_183332_img_0187,148.231,1778.348,1926.579
run_20260501_183332_img_0188,145.202,1796.505,1941.707
run_20260501_183332_img_0189,148.171,1775.366,1923.536
run_20260501_183332_img_0190,149.789,1781.062,1930.851
run_20260501_183332_img_0191,154.481,1782.782,1937.264
run_20260501_183332_img_0192,153.967,1784.571,1938.538
run_20260501_183332_img_0193,148.589,1783.76,1932.349
run_20260501_183332_img_0194,149.973,1785.933,1935.907
run_20260501_183332_img_0195,147.516,1775.034,1922.549
run_20260501_183332_img_0196,149.8,1789.693,1939.493
run_20260501_183332_img_0197,147.921,1775.673,1923.594
run_20260501_183332_img_0198,148.207,1790.218,1938.425
run_20260501_183332_img_0199,147.419,1776.802,1924.221
run_20260501_183332_img_0200,148.591,1788.314,1936.905
run_20260501_183332_img_0201,148.506,1782.172,1930.678
run_20260501_183332_img_0202,147.267,1788.637,1935.903
run_20260501_183332_img_0203,147.297,1780.236,1927.533
run_20260501_183332_img_0204,153.201,1786.236,1939.438
run_20260501_183332_img_0205,151.055,1773.403,1924.458
run_20260501_183332_img_0206,150.646,1789.26,1939.906
run_20260501_183332_img_0207,147.991,1777.03,1925.021
run_20260501_183332_img_0208,151.3,1781.086,1932.386
run_20260501_183332_img_0209,156.314,1787.497,1943.811
run_20260501_183332_img_0210,151.078,1784.126,1935.203
run_20260501_183332_img_0211,148.863,1778.016,1926.879
run_20260501_183332_img_0212,147.318,1786.156,1933.473
run_20260501_183332_img_0213,147.954,1780.451,1928.405
run_20260501_183332_img_0214,146.803,1795.714,1942.517
run_20260501_183332_img_0215,150.637,1780.06,1930.698
run_20260501_183332_img_0216,151.452,1783.41,1934.862
run_20260501_183332_img_0217,147.703,1780.79,1928.494
run_20260501_183332_img_0218,147.554,1787.744,1935.298
run_20260501_183332_img_0219,146.885,1780.617,1927.502
run_20260501_183332_img_0220,150.321,1783.796,1934.117
run_20260501_183332_img_0221,143.133,1779.516,1922.649
run_20260501_183332_img_0222,147.825,1788.382,1936.207
run_20260501_183332_img_0223,186.908,1777.144,1964.053
run_20260501_183332_img_0224,162.515,1792.022,1954.537
run_20260501_183332_img_0225,163.06,1773.201,1936.261
run_20260501_183332_img_0226,166.655,1808.757,1975.413
run_20260501_183332_img_0227,182.061,1785.551,1967.612
run_20260501_183332_img_0228,186.792,1789.842,1976.634
run_20260501_183332_img_0229,160.125,1783.382,1943.507
run_20260501_183332_img_0230,159.578,1812.579,1972.157
run_20260501_183332_img_0231,187.241,1784.945,1972.186
run_20260501_183332_img_0232,162.424,1796.456,1958.881
run_20260501_183332_img_0233,156.139,1779.148,1935.287
run_20260501_183332_img_0234,162.468,1786.329,1948.797
run_20260501_183332_img_0235,162.743,1782.898,1945.641
run_20260501_183332_img_0236,162.407,1792.824,1955.231
run_20260501_183332_img_0237,164.235,1777.541,1941.776
run_20260501_183332_img_0238,165.871,1784.305,1950.176
run_20260501_183332_img_0239,165.625,1777.546,1943.171
run_20260501_183332_img_0240,156.3,1792.357,1948.658
run_20260501_183332_img_0241,156.818,1813.24,1970.058
run_20260501_183332_img_0242,174.768,1790.213,1964.981
run_20260501_183332_img_0243,163.253,1789.745,1952.998
run_20260501_183332_img_0244,162.78,1787.15,1949.93
run_20260501_183332_img_0245,163.683,1810.333,1974.016
run_20260501_183332_img_0246,187.713,1790.207,1977.92
run_20260501_183332_img_0247,186.897,1778.87,1965.767
run_20260501_183332_img_0248,163.482,1792.801,1956.282
run_20260501_183332_img_0249,161.565,1803.271,1964.836
run_20260501_183332_img_0250,186.015,1793.09,1979.105
run_20260501_183332_img_0251,162.85,1781.028,1943.878
run_20260501_183332_img_0252,162.57,1785.496,1948.066
run_20260501_183332_img_0253,160.458,1777.256,1937.714
run_20260501_183332_img_0254,161.41,1791.048,1952.457
run_20260501_183332_img_0255,160.489,1780.432,1940.922
run_20260501_183332_img_0256,165.946,1785.09,1951.036
run_20260501_183332_img_0257,163.044,1779.774,1942.818
run_20260501_183332_img_0258,161.83,1794.558,1956.388
run_20260501_183332_img_0259,162.639,1778.548,1941.188
run_20260501_183332_img_0260,155.13,1792.489,1947.619
run_20260501_183332_img_0261,158.942,1778.368,1937.31
run_20260501_183332_img_0262,159.214,1788.045,1947.258
run_20260501_183332_img_0263,159.688,1790.234,1949.923
run_20260501_183332_img_0264,164.113,1790.075,1954.188
run_20260501_183332_img_0265,157.949,1779.477,1937.426
run_20260501_183332_img_0266,158.637,1787.231,1945.869
run_20260501_183332_img_0267,156.691,1780.484,1937.174
run_20260501_183332_img_0268,146.632,1793.086,1939.718
run_20260501_183332_img_0269,154.609,1784.944,1939.554
run_20260501_183332_img_0270,154.193,1787.572,1941.765
run_20260501_183332_img_0271,158.239,1782.149,1940.388
run_20260501_183332_img_0272,165.821,1787.663,1953.484
run_20260501_183332_img_0273,159.885,1775.418,1935.303
run_20260501_183332_img_0274,164.722,1782.977,1947.699
run_20260501_183332_img_0275,165.956,1773.808,1939.764
run_20260501_183332_img_0276,167.141,1794.017,1961.158
run_20260501_183332_img_0277,166.01,1777.891,1943.9
run_20260501_183332_img_0278,165.171,1791.432,1956.603
run_20260501_183332_img_0279,163.83,1775.642,1939.471
run_20260501_183332_img_0280,166.293,1782.542,1948.835
run_20260501_183332_img_0281,164.459,1787.037,1951.496
run_20260501_183332_img_0282,161.618,1779.112,1940.73
run_20260501_183332_img_0283,160.391,1778.868,1939.26
run_20260501_183332_img_0284,161.954,1793.54,1955.494
run_20260501_183332_img_0285,162.403,1776.29,1938.693
run_20260501_183332_img_0286,159.357,1788.388,1947.745
run_20260501_183332_img_0287,159.52,1779.056,1938.576
run_20260501_183332_img_0288,162.288,1784.856,1947.144
run_20260501_183332_img_0289,158.248,1779.2,1937.448
run_20260501_183332_img_0290,162.108,1784.536,1946.644
