image_id,preprocess_ms,inference_latency_ms,total_latency_ms
run_20260501_174749_img_0206,149.09,1801.61,1950.7
run_20260501_174749_img_0207,147.613,1793.602,1941.216
run_20260501_174749_img_0208,150.591,1799.161,1949.752
run_20260501_174749_img_0209,152.53,1805.947,1958.476
run_20260501_174749_img_0210,150.239,1801.374,1951.613
run_20260501_174749_img_0211,148.705,1798.394,1947.099
run_20260501_174749_img_0212,146.244,1801.889,1948.133
run_20260501_174749_img_0213,149.897,1793.961,1943.858
run_20260501_174749_img_0214,147.037,1804.377,1951.414
run_20260501_174749_img_0215,150.366,1794.343,1944.708
run_20260501_174749_img_0216,149.163,1799.949,1949.112
run_20260501_174749_img_0217,148.48,1807.278,1955.758
run_20260501_174749_img_0218,148.756,1800.257,1949.013
run_20260501_174749_img_0219,146.495,1797.683,1944.179
run_20260501_174749_img_0220,151.227,1800.412,1951.639
run_20260501_174749_img_0221,143.895,1795.431,1939.326
run_20260501_174749_img_0222,147.114,1799.936,1947.05
run_20260501_174749_img_0223,185.399,1800.205,1985.604
run_20260501_174749_img_0224,160.896,1799.683,1960.579
run_20260501_174749_img_0225,163.199,1806.071,1969.27
run_20260501_174749_img_0226,165.999,1827.274,1993.273
run_20260501_174749_img_0227,181.288,1799.724,1981.012
run_20260501_174749_img_0228,186.216,1802.343,1988.559
run_20260501_174749_img_0229,159.364,1804.938,1964.302
run_20260501_174749_img_0230,159.55,1824.64,1984.19
run_20260501_174749_img_0231,183.657,1798.722,1982.379
run_20260501_174749_img_0232,161.508,1808.86,1970.368
run_20260501_174749_img_0233,155.896,1811.303,1967.2
run_20260501_174749_img_0234,162.761,1802.361,1965.122
run_20260501_174749_img_0235,161.838,1801.866,1963.705
run_20260501_174749_img_0236,161.752,1799.204,1960.956
run_20260501_174749_img_0237,163.11,1795.936,1959.046
run_20260501_174749_img_0238,163.04,1803.457,1966.497
run_20260501_174749_img_0239,165.337,1799.219,1964.556
run_20260501_174749_img_0240,155.283,1799.363,1954.646
run_20260501_174749_img_0241,156.872,1809.537,1966.409
run_20260501_174749_img_0242,173.493,1801.473,1974.966
run_20260501_174749_img_0243,161.682,1795.606,1957.288
run_20260501_174749_img_0244,160.262,1808.061,1968.324
run_20260501_174749_img_0245,164.835,1817.548,1982.382
run_20260501_174749_img_0246,187.169,1798.85,1986.018
run_20260501_174749_img_0247,185.342,1803.216,1988.558
run_20260501_174749_img_0248,162.944,1803.214,1966.158
run_20260501_174749_img_0249,162.942,1821.839,1984.78
run_20260501_174749_img_0250,186.957,1803.175,1990.132
run_20260501_174749_img_0251,164.927,1802.955,1967.883
run_20260501_174749_img_0252,162.306,1802.1,1964.406
run_20260501_174749_img_0253,159.924,1801.814,1961.738
run_20260501_174749_img_0254,160.774,1799.423,1960.197
run_20260501_174749_img_0255,159.486,1800.965,1960.452
run_20260501_174749_img_0256,165.69,1828.398,1994.088
run_20260501_174749_img_0257,163.276,1806.799,1970.075
run_20260501_174749_img_0258,162.47,1803.07,1965.54
run_20260501_174749_img_0259,162.703,1833.583,1996.286
run_20260501_174749_img_0260,153.058,1803.878,1956.937
run_20260501_174749_img_0261,156.542,1802.711,1959.253
run_20260501_174749_img_0262,159.015,1805.611,1964.625
run_20260501_174749_img_0263,158.761,1796.033,1954.793
run_20260501_174749_img_0264,162.948,1803.397,1966.345
run_20260501_174749_img_0265,156.936,1806.226,1963.162
run_20260501_174749_img_0266,158.31,1803.407,1961.717
run_20260501_174749_img_0267,154.707,1808.788,1963.495
run_20260501_174749_img_0268,146.93,1804.962,1951.892
run_20260501_174749_img_0269,153.773,1798.374,1952.147
run_20260501_174749_img_0270,156.484,1799.929,1956.413
run_20260501_174749_img_0271,159.51,1800.551,1960.061
run_20260501_174749_img_0272,164.792,1802.944,1967.736
run_20260501_174749_img_0273,159.139,1799.161,1958.3
run_20260501_174749_img_0274,165.894,1804.099,1969.993
run_20260501_174749_img_0275,164.232,1809.707,1973.939
run_20260501_174749_img_0276,164.974,1803.111,1968.085
run_20260501_174749_img_0277,162.914,1800.309,1963.223
run_20260501_174749_img_0278,165.055,1800.045,1965.1
run_20260501_174749_img_0279,163.75,1801.018,1964.767
run_20260501_174749_img_0280,165.76,1809.726,1975.486
run_20260501_174749_img_0281,163.204,1800.552,1963.756
run_20260501_174749_img_0282,161.646,1799.25,1960.895
run_20260501_174749_img_0283,159.935,1798.957,1958.892
run_20260501_174749_img_0284,161.638,1803.027,1964.665
run_20260501_174749_img_0285,162.508,1797.944,1960.452
run_20260501_174749_img_0286,158.983,1807.586,1966.568
run_20260501_174749_img_0287,161.413,1797.529,1958.942
run_20260501_174749_img_0288,162.12,1802.652,1964.772
run_20260501_174749_img_0289,158.356,1802.527,1960.883
run_20260501_174749_img_0290,160.449,1804.157,1964.606
run_20260501_180407_img_0001,420.793,1853.999,2274.792
run_20260501_180407_img_0002,178.851,1800.533,1979.384
run_20260501_180407_img_0003,158.974,1775.506,1934.48
run_20260501_180407_img_0004,138.626,1769.807,1908.433
run_20260501_180407_img_0005,146.448,1773.977,1920.425
run_20260501_180407_img_0006,139.237,1766.469,1905.707
run_20260501_180407_img_0007,142.956,1793.775,1936.731
run_20260501_180407_img_0008,167.419,1770.821,1938.24
run_20260501_180407_img_0009,141.834,1769.061,1910.895
run_20260501_180407_img_0010,141.078,1771.022,1912.1
run_20260501_180407_img_0011,155.496,1774.591,1930.087
run_20260501_180407_img_0012,140.772,1771.761,1912.533
run_20260501_180407_img_0013,142.857,1770.176,1913.033
run_20260501_180407_img_0014,113.409,1773.056,1886.466
run_20260501_180407_img_0015,114.397,1787.551,1901.948
run_20260501_180407_img_0016,142.334,1770.059,1912.393
run_20260501_180407_img_0017,118.854,1776.137,1894.991
run_20260501_180407_img_0018,124.407,1768.792,1893.199
run_20260501_180407_img_0019,119.773,1771.261,1891.033
run_20260501_180407_img_0020,119.065,1780.328,1899.393
run_20260501_180407_img_0021,119.725,1775.873,1895.598
run_20260501_180407_img_0022,119.363,1769.121,1888.484
run_20260501_180407_img_0023,125.136,1780.471,1905.607
run_20260501_180407_img_0024,122.475,1770.106,1892.581
run_20260501_180407_img_0025,120.107,1770.124,1890.231
run_20260501_180407_img_0026,118.123,1775.294,1893.417
run_20260501_180407_img_0027,121.219,1768.918,1890.137
run_20260501_180407_img_0028,179.434,1771.662,1951.097
run_20260501_180407_img_0029,204.419,1779.464,1983.884
run_20260501_180407_img_0030,181.805,1768.247,1950.052
run_20260501_180407_img_0031,190.529,1767.978,1958.507
run_20260501_180407_img_0032,205.858,1773.305,1979.163
run_20260501_180407_img_0033,181.683,1778.143,1959.826
run_20260501_180407_img_0034,202.053,1770.136,1972.189
run_20260501_180407_img_0035,179.934,1771.004,1950.939
run_20260501_180407_img_0036,188.223,1778.477,1966.7
run_20260501_180407_img_0037,205.522,1770.317,1975.839
run_20260501_180407_img_0038,181.44,1773.668,1955.108
run_20260501_180407_img_0039,208.387,1775.399,1983.786
run_20260501_180407_img_0040,183.029,1770.612,1953.641
run_20260501_180407_img_0041,192.016,1782.31,1974.326
run_20260501_180407_img_0042,198.581,1771.29,1969.871
run_20260501_180407_img_0043,182.756,1767.956,1950.712
run_20260501_180407_img_0044,202.393,1881.302,2083.695
run_20260501_180407_img_0045,179.276,1772.873,1952.149
run_20260501_180407_img_0046,190.009,1770.805,1960.813
run_20260501_180407_img_0047,205.727,1770.858,1976.585
run_20260501_180407_img_0048,180.409,1774.112,1954.521
run_20260501_180407_img_0049,202.007,1775.206,1977.213
run_20260501_180407_img_0050,177.644,1772.731,1950.375
run_20260501_180407_img_0051,190.226,1776.236,1966.462
run_20260501_180407_img_0052,201.563,1795.558,1997.122
run_20260501_180407_img_0053,180.264,1771.51,1951.773
run_20260501_180407_img_0054,205.86,1776.355,1982.215
run_20260501_180407_img_0055,140.043,1770.12,1910.163
run_20260501_180407_img_0056,152.878,1780.04,1932.918
run_20260501_180407_img_0057,168.518,1768.16,1936.678
run_20260501_180407_img_0058,143.717,1767.536,1911.252
run_20260501_180407_img_0059,145.489,1781.635,1927.124
run_20260501_180407_img_0060,141.69,1771.678,1913.367
run_20260501_180407_img_0061,144.439,1770.772,1915.211
run_20260501_180407_img_0062,133.064,1778.753,1911.818
run_20260501_180407_img_0063,129.988,1776.985,1906.973
run_20260501_180407_img_0064,119.014,1777.274,1896.289
run_20260501_180407_img_0065,116.613,1776.75,1893.363
run_20260501_180407_img_0066,118.444,1768.62,1887.064
run_20260501_180407_img_0067,119.594,1774.81,1894.404
run_20260501_180407_img_0068,134.656,1771.477,1906.132
run_20260501_180407_img_0069,141.012,1776.203,1917.215
run_20260501_180407_img_0070,150.233,1788.437,1938.67
run_20260501_180407_img_0071,146.742,1770.804,1917.546
run_20260501_180407_img_0072,142.046,1773.94,1915.986
run_20260501_180407_img_0073,141.787,1774.755,1916.541
run_20260501_180407_img_0074,142.212,1776.333,1918.544
run_20260501_180407_img_0075,147.646,1780.064,1927.711
run_20260501_180407_img_0076,136.197,1768.239,1904.436
run_20260501_180407_img_0077,138.302,1780.922,1919.224
run_20260501_180407_img_0078,144.164,1771.105,1915.269
run_20260501_180407_img_0079,136.521,1775.27,1911.791
run_20260501_180407_img_0080,142.41,1774.921,1917.331
run_20260501_180407_img_0081,139.489,1771.501,1910.99
run_20260501_180407_img_0082,192.17,1773.341,1965.511
run_20260501_180407_img_0083,217.886,1773.343,1991.229
run_20260501_180407_img_0084,186.981,1771.283,1958.264
run_20260501_180407_img_0085,203.158,1776.366,1979.524
run_20260501_180407_img_0086,221.759,1772.215,1993.974
run_20260501_180407_img_0087,194.745,1769.537,1964.282
run_20260501_180407_img_0088,214.482,1798.4,2012.882
run_20260501_180407_img_0089,123.596,1792.907,1916.503
run_20260501_180407_img_0090,135.623,1794.979,1930.603
run_20260501_180407_img_0091,151.394,1789.699,1941.093
run_20260501_180407_img_0092,129.475,1788.962,1918.437
run_20260501_180407_img_0093,133.227,1795.532,1928.759
run_20260501_180407_img_0094,125.683,1790.061,1915.744
run_20260501_180407_img_0095,126.104,1798.054,1924.157
run_20260501_180407_img_0096,121.193,1792.948,1914.141
run_20260501_180407_img_0097,121.619,1794.33,1915.949
run_20260501_180407_img_0098,122.125,1797.272,1919.396
run_20260501_180407_img_0099,125.321,1796.177,1921.497
run_20260501_180407_img_0100,145.864,1788.84,1934.704
run_20260501_180407_img_0101,141.087,1798.087,1939.174
run_20260501_180407_img_0102,144.767,1793.421,1938.188
run_20260501_180407_img_0103,143.152,1788.256,1931.409
run_20260501_180407_img_0104,146.491,1793.009,1939.5
run_20260501_180407_img_0105,146.427,1790.599,1937.026
run_20260501_180407_img_0106,143.92,1794.11,1938.03
run_20260501_180407_img_0107,146.531,1792.816,1939.347
run_20260501_180407_img_0108,145.045,1792.317,1937.362
run_20260501_180407_img_0109,143.899,1789.174,1933.073
run_20260501_180407_img_0110,145.69,1791.233,1936.923
run_20260501_180407_img_0111,147.219,1802.38,1949.598
run_20260501_180407_img_0112,145.166,1790.803,1935.969
run_20260501_180407_img_0113,136.271,1817.457,1953.728
run_20260501_180407_img_0114,151.345,1800.232,1951.577
run_20260501_180407_img_0115,143.443,1880.376,2023.819
run_20260501_180407_img_0116,144.704,1797.671,1942.375
run_20260501_180407_img_0117,141.956,1797.142,1939.098
run_20260501_180407_img_0118,146.087,1788.903,1934.991
run_20260501_180407_img_0119,145.37,1790.269,1935.639
run_20260501_180407_img_0120,141.628,1796.675,1938.303
run_20260501_180407_img_0121,142.621,1793.246,1935.867
run_20260501_180407_img_0122,147.293,1791.683,1938.976
run_20260501_180407_img_0123,146.088,1795.799,1941.887
run_20260501_180407_img_0124,145.619,1798.251,1943.87
run_20260501_180407_img_0125,146.302,1796.475,1942.777
run_20260501_180407_img_0126,145.72,1795.735,1941.456
run_20260501_180407_img_0127,145.221,1794.72,1939.941
run_20260501_180407_img_0128,141.677,1789.838,1931.515
run_20260501_180407_img_0129,143.25,1804.402,1947.651
run_20260501_180407_img_0130,146.019,1793.982,1940.001
run_20260501_180407_img_0131,145.748,1791.184,1936.932
run_20260501_180407_img_0132,148.358,1802.188,1950.545
run_20260501_180407_img_0133,146.861,1797.764,1944.626
run_20260501_180407_img_0134,145.711,1798.758,1944.469
run_20260501_180407_img_0135,141.75,1795.635,1937.385
run_20260501_180407_img_0136,142.961,1790.738,1933.699
run_20260501_180407_img_0137,148.982,1790.995,1939.978
run_20260501_180407_img_0138,147.076,1797.38,1944.457
run_20260501_180407_img_0139,143.202,1793.366,1936.567
run_20260501_180407_img_0140,141.023,1793.828,1934.851
run_20260501_180407_img_0141,140.455,1798.937,1939.392
run_20260501_180407_img_0142,145.56,1824.625,1970.184
run_20260501_180407_img_0143,141.406,1793.545,1934.952
run_20260501_180407_img_0144,144.333,1795.08,1939.414
run_20260501_180407_img_0145,143.973,1802.796,1946.769
run_20260501_180407_img_0146,143.003,1915.817,2058.82
run_20260501_180407_img_0147,141.543,1805.845,1947.388
run_20260501_180407_img_0148,142.919,1792.251,1935.17
run_20260501_180407_img_0149,140.77,1793.471,1934.241
run_20260501_180407_img_0150,146.187,1796.096,1942.283
run_20260501_180407_img_0151,142.903,1811.433,1954.336
run_20260501_180407_img_0152,143.935,1839.589,1983.523
run_20260501_180407_img_0153,163.696,1797.607,1961.304
run_20260501_180407_img_0154,143.838,1795.877,1939.715
run_20260501_180407_img_0155,143.443,1801.904,1945.347
run_20260501_180407_img_0156,143.465,1803.002,1946.467
run_20260501_180407_img_0157,152.569,1799.517,1952.086
run_20260501_180407_img_0158,141.643,1799.395,1941.039
run_20260501_180407_img_0159,143.089,1795.788,1938.877
run_20260501_180407_img_0160,144.417,1798.544,1942.961
run_20260501_180407_img_0161,142.69,1789.02,1931.71
run_20260501_180407_img_0162,145.698,1795.755,1941.453
run_20260501_180407_img_0163,144.395,1800.948,1945.343
run_20260501_180407_img_0164,142.844,1791.252,1934.096
run_20260501_180407_img_0165,145.403,1801.802,1947.205
run_20260501_180407_img_0166,149.327,1794.71,1944.037
run_20260501_180407_img_0167,144.83,1789.767,1934.597
run_20260501_180407_img_0168,147.593,1798.986,1946.579
run_20260501_180407_img_0169,144.337,1797.413,1941.75
run_20260501_180407_img_0170,143.218,1790.102,1933.32
run_20260501_180407_img_0171,149.627,1806.215,1955.842
run_20260501_180407_img_0172,144.39,1794.101,1938.491
run_20260501_180407_img_0173,140.632,1809.35,1949.982
run_20260501_180407_img_0174,141.565,1816.814,1958.379
run_20260501_180407_img_0175,141.919,1796.15,1938.069
run_20260501_180407_img_0176,145.201,1799.242,1944.443
run_20260501_180407_img_0177,144.547,1800.912,1945.46
run_20260501_180407_img_0178,129.934,1796.392,1926.326
run_20260501_180407_img_0179,132.839,1801.067,1933.906
run_20260501_180407_img_0180,129.175,1793.659,1922.834
run_20260501_180407_img_0181,122.632,1800.389,1923.022
run_20260501_180407_img_0182,148.535,1789.259,1937.794
run_20260501_180407_img_0183,148.112,1794.711,1942.823
run_20260501_180407_img_0184,151.347,1796.323,1947.67
run_20260501_180407_img_0185,148.364,1792.902,1941.266
run_20260501_180407_img_0186,147.309,1797.725,1945.034
run_20260501_180407_img_0187,150.106,1794.09,1944.196
run_20260501_180407_img_0188,145.128,1793.057,1938.185
run_20260501_180407_img_0189,150.505,1794.627,1945.132
run_20260501_180407_img_0190,149.293,1790.838,1940.132
run_20260501_180407_img_0191,151.775,1797.879,1949.654
run_20260501_180407_img_0192,153.377,1792.42,1945.797
run_20260501_180407_img_0193,148.582,1799.149,1947.731
run_20260501_180407_img_0194,148.623,1802.459,1951.082
run_20260501_180407_img_0195,145.112,1794.562,1939.674
run_20260501_180407_img_0196,149.294,1796.496,1945.789
run_20260501_180407_img_0197,148.905,1788.193,1937.098
run_20260501_180407_img_0198,151.465,1790.074,1941.539
run_20260501_180407_img_0199,148.547,1803.01,1951.557
run_20260501_180407_img_0200,148.753,1786.51,1935.262
run_20260501_180407_img_0201,148.632,1798.337,1946.968
run_20260501_180407_img_0202,147.112,1803.969,1951.081
run_20260501_180407_img_0203,146.985,1792.106,1939.091
run_20260501_180407_img_0204,158.506,1798.212,1956.718
run_20260501_180407_img_0205,151.879,1799.706,1951.585
run_20260501_180407_img_0206,149.854,1789.537,1939.391
run_20260501_180407_img_0207,148.732,1798.928,1947.66
run_20260501_180407_img_0208,149.595,1797.313,1946.907
run_20260501_180407_img_0209,152.598,1800.998,1953.596
run_20260501_180407_img_0210,151.083,1797.103,1948.186
run_20260501_180407_img_0211,148.356,1799.216,1947.573
run_20260501_180407_img_0212,147.482,1797.49,1944.972
run_20260501_180407_img_0213,147.403,1792.503,1939.905
run_20260501_180407_img_0214,148.739,1798.13,1946.869
run_20260501_180407_img_0215,151.306,1793.277,1944.583
run_20260501_180407_img_0216,151.211,1789.816,1941.027
run_20260501_180407_img_0217,146.741,1803.097,1949.838
run_20260501_180407_img_0218,148.613,1793.223,1941.836
run_20260501_180407_img_0219,146.739,1791.733,1938.471
run_20260501_180407_img_0220,150.446,1802.847,1953.293
run_20260501_180407_img_0221,143.042,1800.278,1943.32
run_20260501_180407_img_0222,145.652,1805.364,1951.016
run_20260501_180407_img_0223,185.706,1810.995,1996.701
run_20260501_180407_img_0224,159.795,1793.327,1953.122
run_20260501_180407_img_0225,161.778,1801.421,1963.199
run_20260501_180407_img_0226,165.198,1822.706,1987.904
run_20260501_180407_img_0227,180.852,1804.261,1985.113
run_20260501_180407_img_0228,185.821,1795.658,1981.479
run_20260501_180407_img_0229,159.618,1796.159,1955.776
run_20260501_180407_img_0230,158.978,1829.546,1988.524
run_20260501_180407_img_0231,182.76,1793.795,1976.556
run_20260501_180407_img_0232,160.701,1801.619,1962.321
run_20260501_180407_img_0233,156.488,1795.836,1952.324
run_20260501_180407_img_0234,162.706,1813.17,1975.876
run_20260501_180407_img_0235,162.152,1811.7,1973.851
run_20260501_180407_img_0236,162.853,1793.864,1956.717
run_20260501_180407_img_0237,163.71,1800.682,1964.391
run_20260501_180407_img_0238,162.89,1800.813,1963.704
run_20260501_180407_img_0239,166.94,1794.745,1961.685
run_20260501_180407_img_0240,155.131,1795.765,1950.896
run_20260501_180407_img_0241,159.308,1801.698,1961.006
run_20260501_180407_img_0242,175.053,1791.031,1966.085
run_20260501_180407_img_0243,163.786,1798.475,1962.261
run_20260501_180407_img_0244,160.753,1793.045,1953.798
run_20260501_180407_img_0245,162.403,1823.203,1985.606
run_20260501_180407_img_0246,186.812,1796.125,1982.937
run_20260501_180407_img_0247,184.489,1802.667,1987.156
run_20260501_180407_img_0248,161.841,1794.933,1956.774
run_20260501_180407_img_0249,161.165,1821.583,1982.747
run_20260501_180407_img_0250,185.701,1805.143,1990.844
run_20260501_180407_img_0251,162.518,1801.904,1964.422
run_20260501_180407_img_0252,162.284,1794.747,1957.032
run_20260501_180407_img_0253,159.46,1803.335,1962.795
run_20260501_180407_img_0254,161.408,1789.204,1950.612
run_20260501_180407_img_0255,160.707,1798.087,1958.794
run_20260501_180407_img_0256,166.539,1797.41,1963.949
run_20260501_180407_img_0257,163.016,1798.746,1961.762
run_20260501_180407_img_0258,160.861,1802.876,1963.738
run_20260501_180407_img_0259,163.513,1797.771,1961.284
run_20260501_180407_img_0260,153.929,1790.638,1944.567
run_20260501_180407_img_0261,160.999,1795.559,1956.557
run_20260501_180407_img_0262,161.166,1793.056,1954.222
run_20260501_180407_img_0263,160.589,1796.334,1956.923
run_20260501_180407_img_0264,163.178,1793.467,1956.645
run_20260501_180407_img_0265,157.487,1795.072,1952.559
run_20260501_180407_img_0266,158.647,1797.693,1956.34
run_20260501_180407_img_0267,155.651,1794.817,1950.467
run_20260501_180407_img_0268,147.026,1810.494,1957.52
run_20260501_180407_img_0269,154.773,1795.401,1950.174
run_20260501_180407_img_0270,157.811,1796.196,1954.007
run_20260501_180407_img_0271,159.695,1803.06,1962.755
run_20260501_180407_img_0272,163.535,1794.172,1957.707
run_20260501_180407_img_0273,160.003,1802.17,1962.173
run_20260501_180407_img_0274,165.624,1802.093,1967.717
run_20260501_180407_img_0275,164.341,1797.829,1962.17
run_20260501_180407_img_0276,164.534,1804.518,1969.052
run_20260501_180407_img_0277,166.898,1802.866,1969.764
run_20260501_180407_img_0278,165.116,1801.774,1966.889
run_20260501_180407_img_0279,165.233,1799.332,1964.565
run_20260501_180407_img_0280,166.19,1795.416,1961.606
run_20260501_180407_img_0281,165.32,1806.892,1972.212
run_20260501_180407_img_0282,164.547,1794.771,1959.318
run_20260501_180407_img_0283,161.708,1801.161,1962.869
run_20260501_180407_img_0284,162.698,1798.727,1961.425
run_20260501_180407_img_0285,163.032,1792.497,1955.528
run_20260501_180407_img_0286,159.219,1799.752,1958.971
run_20260501_180407_img_0287,160.613,1795.372,1955.985
run_20260501_180407_img_0288,162.093,1793.168,1955.261
run_20260501_180407_img_0289,160.545,1805.194,1965.74
run_20260501_180407_img_0290,161.079,1794.908,1955.986
run_20260501_181904_img_0001,424.844,1865.448,2290.292
run_20260501_181904_img_0002,180.069,1788.346,1968.415
run_20260501_181904_img_0003,154.974,1768.826,1923.8
run_20260501_181904_img_0004,139.54,1763.512,1903.052
run_20260501_181904_img_0005,146.898,1758.599,1905.498
run_20260501_181904_img_0006,141.022,1771.321,1912.343
run_20260501_181904_img_0007,144.366,1781.376,1925.742
run_20260501_181904_img_0008,168.28,1761.937,1930.217
run_20260501_181904_img_0009,142.103,1757.899,1900.002
run_20260501_181904_img_0010,140.463,1782.328,1922.792
run_20260501_181904_img_0011,157.502,1757.962,1915.464
run_20260501_181904_img_0012,142.703,1762.535,1905.238
run_20260501_181904_img_0013,142.238,1769.07,1911.309
run_20260501_181904_img_0014,116.076,1771.501,1887.577
run_20260501_181904_img_0015,116.072,1780.606,1896.678
run_20260501_181904_img_0016,144.492,1754.437,1898.929
run_20260501_181904_img_0017,119.491,1769.055,1888.546
run_20260501_181904_img_0018,119.807,1773.583,1893.391
run_20260501_181904_img_0019,123.714,1758.969,1882.683
run_20260501_181904_img_0020,118.469,1758.07,1876.54
run_20260501_181904_img_0021,122.473,1764.759,1887.232
run_20260501_181904_img_0022,122.523,1772.914,1895.437
run_20260501_181904_img_0023,128.72,1761.12,1889.84
run_20260501_181904_img_0024,130.152,1761.071,1891.224
run_20260501_181904_img_0025,119.616,1787.639,1907.255
run_20260501_181904_img_0026,122.12,1766.645,1888.765
run_20260501_181904_img_0027,125.725,1767.967,1893.693
run_20260501_181904_img_0028,181.006,1764.992,1945.997
run_20260501_181904_img_0029,205.582,1765.356,1970.939
run_20260501_181904_img_0030,183.462,1759.146,1942.608
run_20260501_181904_img_0031,192.279,1773.525,1965.804
run_20260501_181904_img_0032,206.455,1761.087,1967.542
run_20260501_181904_img_0033,183.872,1761.443,1945.315
run_20260501_181904_img_0034,200.967,1775.455,1976.421
run_20260501_181904_img_0035,181.283,1756.057,1937.339
run_20260501_181904_img_0036,189.644,1767.983,1957.627
run_20260501_181904_img_0037,208.328,1768.943,1977.272
run_20260501_181904_img_0038,182.869,1764.821,1947.689
run_20260501_181904_img_0039,205.689,1763.782,1969.471
run_20260501_181904_img_0040,183.706,1764.169,1947.875
run_20260501_181904_img_0041,193.577,1767.133,1960.709
run_20260501_181904_img_0042,199.411,1766.785,1966.196
run_20260501_181904_img_0043,183.662,1765.382,1949.044
run_20260501_181904_img_0044,202.287,1764.051,1966.338
run_20260501_181904_img_0045,179.53,1762.338,1941.868
run_20260501_181904_img_0046,191.824,1760.771,1952.595
run_20260501_181904_img_0047,208.109,1769.893,1978.002
run_20260501_181904_img_0048,181.676,1758.822,1940.497
run_20260501_181904_img_0049,203.462,1769.588,1973.051
run_20260501_181904_img_0050,180.309,1757.439,1937.748
run_20260501_181904_img_0051,191.545,1768.089,1959.633
run_20260501_181904_img_0052,202.904,1771.039,1973.943
run_20260501_181904_img_0053,182.455,1756.127,1938.582
run_20260501_181904_img_0054,206.6,1767.595,1974.195
run_20260501_181904_img_0055,151.837,1760.738,1912.575
run_20260501_181904_img_0056,153.245,1761.644,1914.889
run_20260501_181904_img_0057,171.672,1767.706,1939.379
run_20260501_181904_img_0058,151.444,1762.438,1913.882
run_20260501_181904_img_0059,145.837,1761.147,1906.983
run_20260501_181904_img_0060,142.719,1769.691,1912.41
run_20260501_181904_img_0061,144.568,1766.51,1911.078
run_20260501_181904_img_0062,127.654,1764.753,1892.407
run_20260501_181904_img_0063,127.892,1761.241,1889.134
run_20260501_181904_img_0064,120.31,1762.285,1882.594
run_20260501_181904_img_0065,116.502,1771.668,1888.17
run_20260501_181904_img_0066,118.913,1760.104,1879.017
run_20260501_181904_img_0067,123.869,1772.518,1896.386
run_20260501_181904_img_0068,136.028,1668.756,1804.785
run_20260501_181904_img_0069,141.726,1924.299,2066.026
run_20260501_181904_img_0070,147.692,1767.684,1915.376
run_20260501_181904_img_0071,143.267,1786.876,1930.142
run_20260501_181904_img_0072,141.86,1669.781,1811.641
run_20260501_181904_img_0073,142.178,1775.082,1917.26
run_20260501_181904_img_0074,142.346,1764.579,1906.925
run_20260501_181904_img_0075,146.97,1768.345,1915.315
run_20260501_181904_img_0076,136.336,1767.409,1903.745
run_20260501_181904_img_0077,137.978,1762.78,1900.758
run_20260501_181904_img_0078,139.162,1767.738,1906.9
run_20260501_181904_img_0079,136.313,1764.888,1901.201
run_20260501_181904_img_0080,139.223,1763.1,1902.323
run_20260501_181904_img_0081,139.254,1761.654,1900.909
run_20260501_181904_img_0082,193.119,1760.421,1953.539
run_20260501_181904_img_0083,218.911,1763.235,1982.147
run_20260501_181904_img_0084,186.417,1760.273,1946.69
run_20260501_181904_img_0085,203.676,1661.818,1865.494
run_20260501_181904_img_0086,223.84,1767.157,1990.998
run_20260501_181904_img_0087,195.326,1758.419,1953.745
run_20260501_181904_img_0088,216.513,1824.498,2041.01
run_20260501_181904_img_0089,124.266,1816.249,1940.515
run_20260501_181904_img_0090,131.736,1833.394,1965.13
run_20260501_181904_img_0091,147.431,1825.63,1973.061
run_20260501_181904_img_0092,126.959,1833.141,1960.1
run_20260501_181904_img_0093,128.098,1820.589,1948.687
run_20260501_181904_img_0094,121.647,1819.306,1940.954
run_20260501_181904_img_0095,126.556,1818.265,1944.821
run_20260501_181904_img_0096,124.782,1827.754,1952.536
run_20260501_181904_img_0097,122.693,1816.98,1939.673
run_20260501_181904_img_0098,129.647,1818.765,1948.411
run_20260501_181904_img_0099,132.145,1826.487,1958.631
run_20260501_181904_img_0100,146.038,1730.649,1876.687
run_20260501_181904_img_0101,142.979,1829.912,1972.891
run_20260501_181904_img_0102,144.281,1820.546,1964.827
run_20260501_181904_img_0103,145.592,1823.773,1969.365
run_20260501_181904_img_0104,145.772,1834.127,1979.899
run_20260501_181904_img_0105,150.861,1817.953,1968.814
run_20260501_181904_img_0106,74.307,1815.163,1889.47
run_20260501_181904_img_0107,142.368,1818.05,1960.418
run_20260501_181904_img_0108,145.271,1815.261,1960.532
run_20260501_181904_img_0109,144.748,1819.925,1964.673
run_20260501_181904_img_0110,146.408,1818.893,1965.301
run_20260501_181904_img_0111,147.964,1826.035,1973.999
run_20260501_181904_img_0112,146.246,1821.52,1967.766
run_20260501_181904_img_0113,136.865,1824.748,1961.613
run_20260501_181904_img_0114,148.365,1820.569,1968.934
run_20260501_181904_img_0115,142.962,1820.668,1963.63
run_20260501_181904_img_0116,144.657,1741.134,1885.791
run_20260501_181904_img_0117,142.509,1834.669,1977.178
run_20260501_181904_img_0118,144.663,1825.954,1970.617
run_20260501_181904_img_0119,149.355,1834.374,1983.729
run_20260501_181904_img_0120,143.009,1816.198,1959.207
run_20260501_181904_img_0121,143.191,1820.634,1963.824
run_20260501_181904_img_0122,143.17,1827.324,1970.494
run_20260501_181904_img_0123,146.815,1818.437,1965.251
