image_id,preprocess_ms,network_delay_ms,inference_latency_ms,total_latency_ms
20260504_193111_img_0201,132.221,363.8930320739746,40.1747226715087,536.2887547454833
20260504_193111_img_0202,130.025,324.6408700942993,39.0408039093017,493.70667400360105
20260504_193111_img_0203,131.132,347.4705219268799,45.9909439086914,524.5934658355714
20260504_193111_img_0204,138.166,466.6575193405151,44.0397262573242,648.8632455978393
20260504_193111_img_0205,135.578,362.8439903259277,45.5422401428222,543.9642304687499
20260504_193111_img_0206,132.36,365.7082319259643,43.4088706970214,541.4771026229857
20260504_193111_img_0207,131.542,358.3811521530151,45.1023578643798,535.0255100173949
20260504_193111_img_0208,134.477,628.1650066375732,43.6058044433593,806.2478110809325
20260504_193111_img_0209,138.558,1423.9002466201782,43.220043182373,1605.6782898025513
20260504_193111_img_0210,134.388,655.5880308151245,42.242288589477496,832.2183194046021
20260504_193111_img_0211,132.557,1012.5718116760254,44.2426204681396,1189.371432144165
20260504_193111_img_0212,129.957,487.9729747772217,44.374942779541,662.3049175567627
20260504_193111_img_0213,129.936,516.5905952453613,48.8662719726562,695.3928672180176
20260504_193111_img_0214,130.279,302.5839328765869,25.7184505462646,458.5813834228515
20260504_193111_img_0215,134.789,438.8047456741333,23.1502056121826,596.7439512863159
20260504_193111_img_0216,133.836,526.8610715866089,21.675825119018494,682.3728967056275
20260504_193111_img_0217,130.813,586.2724781036377,18.946170806884695,736.0316489105223
20260504_193111_img_0218,133.571,472.183346748352,22.001266479492102,627.7556132278442
20260504_193111_img_0219,132.008,373.2438087463379,19.9544429779052,525.2062517242431
20260504_193111_img_0220,135.926,523.9607095718384,23.8616466522216,683.74835622406
20260504_193111_img_0221,125.047,369.4058656692505,31.167268753051697,525.6201344223022
20260504_193111_img_0222,129.002,591.8351411819458,42.8617000579834,763.6988412399292
20260504_193111_img_0223,146.766,385.2906227111816,42.557954788208,574.6145774993896
20260504_193111_img_0224,142.076,314.7503137588501,37.6772880554199,494.5036018142701
20260504_193111_img_0225,144.905,262.20703125,52.8931617736816,460.0051930236816
20260504_193111_img_0226,150.904,667.1087741851807,44.152021408081,862.1647955932617
20260504_193111_img_0227,137.793,257.5522661209106,42.1886444091796,437.53391053009017
20260504_193111_img_0228,147.229,419.6885824203491,43.0521965026855,609.9697789230346
20260504_193111_img_0229,141.755,463.5549783706665,41.5258407592773,646.8358191299437
20260504_193111_img_0230,141.091,539.5257472991943,42.8347587585449,723.4515060577393
20260504_193111_img_0231,141.294,329.7141790390014,41.746139526367095,512.7543185653685
20260504_193111_img_0232,143.055,307.4924945831299,42.8147315979003,493.36222618103017
20260504_193111_img_0233,136.917,269.4355249404907,38.0451679229736,444.3976928634643
20260504_193111_img_0234,145.623,393.8634395599365,49.1573810577392,588.6438206176757
20260504_193111_img_0235,146.395,392.9235935211181,39.6556854248046,578.9742789459227
20260504_193111_img_0236,145.736,452.5573253631592,44.431686401367095,642.7250117645262
20260504_193111_img_0237,149.661,372.1961975097656,43.0648326873779,564.9220301971436
20260504_193111_img_0238,144.55,621.3864088058472,43.1327819824218,809.069190788269
20260504_193111_img_0239,150.432,352.5369167327881,45.1138019561767,548.0827186889647
20260504_193111_img_0240,123.662,287.3494625091553,41.6691303253173,452.6805928344726
