image_id,gt_count,pred_count,tp,fp,fn,precision,recall,f1
run_20260501_183332_img_0096,7,7,2,5,5,0.2857,0.2857,0.2857
run_20260501_183332_img_0097,20,13,7,6,13,0.5385,0.35,0.4242
run_20260501_183332_img_0098,13,7,3,4,10,0.4286,0.2308,0.3
run_20260501_183332_img_0099,8,1,0,1,8,0.0,0.0,0.0
run_20260501_183332_img_0100,10,10,4,6,6,0.4,0.4,0.4
run_20260501_183332_img_0101,10,9,6,3,4,0.6667,0.6,0.6316
run_20260501_183332_img_0102,17,11,5,6,12,0.4545,0.2941,0.3571
run_20260501_183332_img_0103,12,7,4,3,8,0.5714,0.3333,0.4211
run_20260501_183332_img_0104,17,11,7,4,10,0.6364,0.4118,0.5
run_20260501_183332_img_0105,21,7,4,3,17,0.5714,0.1905,0.2857
run_20260501_183332_img_0106,42,15,14,1,28,0.9333,0.3333,0.4912
run_20260501_183332_img_0107,26,15,6,9,20,0.4,0.2308,0.2927
run_20260501_183332_img_0108,66,40,21,19,45,0.525,0.3182,0.3962
run_20260501_183332_img_0109,61,16,9,7,52,0.5625,0.1475,0.2338
run_20260501_183332_img_0110,63,22,12,10,51,0.5455,0.1905,0.2824
run_20260501_183332_img_0111,43,31,15,16,28,0.4839,0.3488,0.4054
run_20260501_183332_img_0112,33,25,9,16,24,0.36,0.2727,0.3103
run_20260501_183332_img_0113,0,2,0,2,0,0.0,0.0,0.0
run_20260501_183332_img_0114,31,11,5,6,26,0.4545,0.1613,0.2381
run_20260501_183332_img_0115,13,5,2,3,11,0.4,0.1538,0.2222
run_20260501_183332_img_0116,24,14,7,7,17,0.5,0.2917,0.3684
run_20260501_183332_img_0117,8,6,4,2,4,0.6667,0.5,0.5714
run_20260501_183332_img_0118,11,6,0,6,11,0.0,0.0,0.0
run_20260501_183332_img_0119,17,14,7,7,10,0.5,0.4118,0.4516
run_20260501_183332_img_0120,20,15,8,7,12,0.5333,0.4,0.4571
run_20260501_183332_img_0121,15,11,9,2,6,0.8182,0.6,0.6923
run_20260501_183332_img_0122,7,5,4,1,3,0.8,0.5714,0.6667
run_20260501_183332_img_0123,5,5,2,3,3,0.4,0.4,0.4
run_20260501_183332_img_0124,5,4,2,2,3,0.5,0.4,0.4444
run_20260501_183332_img_0125,12,4,1,3,11,0.25,0.0833,0.125
run_20260501_183332_img_0126,54,12,8,4,46,0.6667,0.1481,0.2424
run_20260501_183332_img_0127,36,16,9,7,27,0.5625,0.25,0.3462
run_20260501_183332_img_0128,15,8,2,6,13,0.25,0.1333,0.1739
run_20260501_183332_img_0129,25,7,4,3,21,0.5714,0.16,0.25
run_20260501_183332_img_0130,14,3,1,2,13,0.3333,0.0714,0.1176
run_20260501_183332_img_0131,21,5,0,5,21,0.0,0.0,0.0
run_20260501_183332_img_0132,8,8,2,6,6,0.25,0.25,0.25
run_20260501_183332_img_0133,39,8,4,4,35,0.5,0.1026,0.1702
run_20260501_183332_img_0134,35,13,7,6,28,0.5385,0.2,0.2917
run_20260501_183332_img_0135,22,13,4,9,18,0.3077,0.1818,0.2286
run_20260501_183332_img_0136,9,11,4,7,5,0.3636,0.4444,0.4
run_20260501_183332_img_0137,5,3,2,1,3,0.6667,0.4,0.5
run_20260501_183332_img_0138,33,29,21,8,12,0.7241,0.6364,0.6774
run_20260501_183332_img_0139,19,21,9,12,10,0.4286,0.4737,0.45
run_20260501_183332_img_0140,14,8,7,1,7,0.875,0.5,0.6364
run_20260501_183332_img_0141,17,11,9,2,8,0.8182,0.5294,0.6429
run_20260501_183332_img_0142,9,9,8,1,1,0.8889,0.8889,0.8889
run_20260501_183332_img_0143,8,10,6,4,2,0.6,0.75,0.6667
run_20260501_183332_img_0144,15,13,7,6,8,0.5385,0.4667,0.5
run_20260501_183332_img_0145,34,15,11,4,23,0.7333,0.3235,0.449
run_20260501_183332_img_0146,22,11,8,3,14,0.7273,0.3636,0.4848
run_20260501_183332_img_0147,4,7,2,5,2,0.2857,0.5,0.3636
run_20260501_183332_img_0148,10,3,3,0,7,1.0,0.3,0.4615
run_20260501_183332_img_0149,9,6,3,3,6,0.5,0.3333,0.4
run_20260501_183332_img_0150,13,15,8,7,5,0.5333,0.6154,0.5714
run_20260501_183332_img_0151,31,22,14,8,17,0.6364,0.4516,0.5283
run_20260501_183332_img_0152,40,22,15,7,25,0.6818,0.375,0.4839
run_20260501_183332_img_0153,98,29,19,10,79,0.6552,0.1939,0.2992
run_20260501_183332_img_0154,52,22,16,6,36,0.7273,0.3077,0.4324
run_20260501_183332_img_0155,12,8,4,4,8,0.5,0.3333,0.4
run_20260501_183332_img_0156,11,9,5,4,6,0.5556,0.4545,0.5
run_20260501_183332_img_0157,15,19,3,16,12,0.1579,0.2,0.1765
run_20260501_183332_img_0158,19,8,2,6,17,0.25,0.1053,0.1481
run_20260501_183332_img_0159,21,9,6,3,15,0.6667,0.2857,0.4
run_20260501_183332_img_0160,23,6,1,5,22,0.1667,0.0435,0.069
run_20260501_183332_img_0161,18,7,3,4,15,0.4286,0.1667,0.24
run_20260501_183332_img_0162,18,10,4,6,14,0.4,0.2222,0.2857
run_20260501_183332_img_0163,13,16,9,7,4,0.5625,0.6923,0.6207
run_20260501_183332_img_0164,15,5,5,0,10,1.0,0.3333,0.5
run_20260501_183332_img_0165,2,1,1,0,1,1.0,0.5,0.6667
run_20260501_183332_img_0166,3,6,2,4,1,0.3333,0.6667,0.4444
run_20260501_183332_img_0167,22,13,7,6,15,0.5385,0.3182,0.4
run_20260501_183332_img_0168,18,12,5,7,13,0.4167,0.2778,0.3333
run_20260501_183332_img_0169,14,10,3,7,11,0.3,0.2143,0.25
run_20260501_183332_img_0170,11,10,7,3,4,0.7,0.6364,0.6667
run_20260501_183332_img_0171,20,6,6,0,14,1.0,0.3,0.4615
run_20260501_183332_img_0172,30,20,8,12,22,0.4,0.2667,0.32
run_20260501_183332_img_0173,24,17,12,5,12,0.7059,0.5,0.5854
run_20260501_183332_img_0174,27,19,13,6,14,0.6842,0.4815,0.5652
run_20260501_183332_img_0175,5,7,1,6,4,0.1429,0.2,0.1667
run_20260501_183332_img_0176,19,12,4,8,15,0.3333,0.2105,0.2581
run_20260501_183332_img_0177,13,11,5,6,8,0.4545,0.3846,0.4167
run_20260501_183332_img_0178,38,23,15,8,23,0.6522,0.3947,0.4918
run_20260501_183332_img_0179,38,26,12,14,26,0.4615,0.3158,0.375
run_20260501_183332_img_0180,27,8,2,6,25,0.25,0.0741,0.1143
run_20260501_183332_img_0181,29,16,4,12,25,0.25,0.1379,0.1778
run_20260501_183332_img_0182,40,19,10,9,30,0.5263,0.25,0.339
run_20260501_183332_img_0183,27,14,11,3,16,0.7857,0.4074,0.5366
run_20260501_183332_img_0184,18,10,7,3,11,0.7,0.3889,0.5
run_20260501_183332_img_0185,54,13,9,4,45,0.6923,0.1667,0.2687
run_20260501_183332_img_0186,85,11,9,2,76,0.8182,0.1059,0.1875
run_20260501_183332_img_0187,64,6,6,0,58,1.0,0.0938,0.1714
run_20260501_183332_img_0188,12,7,7,0,5,1.0,0.5833,0.7368
run_20260501_183332_img_0189,108,12,6,6,102,0.5,0.0556,0.1
run_20260501_183332_img_0190,112,17,13,4,99,0.7647,0.1161,0.2016
run_20260501_183332_img_0191,140,49,17,32,123,0.3469,0.1214,0.1799
run_20260501_183332_img_0192,146,29,15,14,131,0.5172,0.1027,0.1714
run_20260501_183332_img_0193,43,9,7,2,36,0.7778,0.1628,0.2692
run_20260501_183332_img_0194,56,9,9,0,47,1.0,0.1607,0.2769
run_20260501_183332_img_0195,29,14,9,5,20,0.6429,0.3103,0.4186
run_20260501_183332_img_0196,44,20,17,3,27,0.85,0.3864,0.5312
run_20260501_183332_img_0197,40,13,10,3,30,0.7692,0.25,0.3774
run_20260501_183332_img_0198,13,2,2,0,11,1.0,0.1538,0.2667
run_20260501_183332_img_0199,6,4,2,2,4,0.5,0.3333,0.4
run_20260501_183332_img_0200,40,2,2,0,38,1.0,0.05,0.0952
run_20260501_183332_img_0201,22,14,13,1,9,0.9286,0.5909,0.7222
run_20260501_183332_img_0202,27,19,10,9,17,0.5263,0.3704,0.4348
run_20260501_183332_img_0203,29,8,5,3,24,0.625,0.1724,0.2703
run_20260501_183332_img_0204,176,50,24,26,152,0.48,0.1364,0.2124
run_20260501_183332_img_0205,89,26,21,5,68,0.8077,0.236,0.3652
run_20260501_183332_img_0206,82,28,20,8,62,0.7143,0.2439,0.3636
run_20260501_183332_img_0207,117,10,3,7,114,0.3,0.0256,0.0472
run_20260501_183332_img_0208,135,2,0,2,135,0.0,0.0,0.0
run_20260501_183332_img_0209,224,41,25,16,199,0.6098,0.1116,0.1887
run_20260501_183332_img_0210,184,41,25,16,159,0.6098,0.1359,0.2222
run_20260501_183332_img_0211,68,10,5,5,63,0.5,0.0735,0.1282
run_20260501_183332_img_0212,86,1,0,1,86,0.0,0.0,0.0
run_20260501_183332_img_0213,82,4,2,2,80,0.5,0.0244,0.0465
run_20260501_183332_img_0214,94,9,2,7,92,0.2222,0.0213,0.0388
run_20260501_183332_img_0215,376,30,8,22,368,0.2667,0.0213,0.0394
run_20260501_183332_img_0216,286,40,4,36,282,0.1,0.014,0.0245
run_20260501_183332_img_0217,272,62,12,50,260,0.1935,0.0441,0.0719
run_20260501_183332_img_0218,217,51,11,40,206,0.2157,0.0507,0.0821
run_20260501_183332_img_0219,285,56,7,49,278,0.125,0.0246,0.0411
run_20260501_183332_img_0220,200,19,2,17,198,0.1053,0.01,0.0183
run_20260501_183332_img_0221,35,19,12,7,23,0.6316,0.3429,0.4444
run_20260501_183332_img_0222,19,4,2,2,17,0.5,0.1053,0.1739
run_20260501_183332_img_0223,32,21,12,9,20,0.5714,0.375,0.4528
run_20260501_183332_img_0224,57,30,24,6,33,0.8,0.4211,0.5517
run_20260501_183332_img_0225,27,16,16,0,11,1.0,0.5926,0.7442
run_20260501_183332_img_0226,44,28,21,7,23,0.75,0.4773,0.5833
run_20260501_183332_img_0227,48,24,20,4,28,0.8333,0.4167,0.5556
run_20260501_183332_img_0228,48,26,21,5,27,0.8077,0.4375,0.5676
run_20260501_183332_img_0229,75,45,41,4,34,0.9111,0.5467,0.6833
run_20260501_183332_img_0230,22,9,9,0,13,1.0,0.4091,0.5806
run_20260501_183332_img_0231,63,26,20,6,43,0.7692,0.3175,0.4494
run_20260501_183332_img_0232,47,22,16,6,31,0.7273,0.3404,0.4638
run_20260501_183332_img_0233,30,14,8,6,22,0.5714,0.2667,0.3636
run_20260501_183332_img_0234,57,41,31,10,26,0.7561,0.5439,0.6327
run_20260501_183332_img_0235,97,35,21,14,76,0.6,0.2165,0.3182
run_20260501_183332_img_0236,57,34,22,12,35,0.6471,0.386,0.4835
run_20260501_183332_img_0237,71,42,35,7,36,0.8333,0.493,0.6195
run_20260501_183332_img_0238,78,52,36,16,42,0.6923,0.4615,0.5538
run_20260501_183332_img_0239,57,31,24,7,33,0.7742,0.4211,0.5455
run_20260501_183332_img_0240,21,4,0,4,21,0.0,0.0,0.0
run_20260501_183332_img_0241,5,3,3,0,2,1.0,0.6,0.75
run_20260501_183332_img_0242,17,7,5,2,12,0.7143,0.2941,0.4167
run_20260501_183332_img_0243,22,1,1,0,21,1.0,0.0455,0.087
run_20260501_183332_img_0244,18,7,5,2,13,0.7143,0.2778,0.4
run_20260501_183332_img_0245,12,9,7,2,5,0.7778,0.5833,0.6667
run_20260501_183332_img_0246,5,1,0,1,5,0.0,0.0,0.0
run_20260501_183332_img_0247,9,2,2,0,7,1.0,0.2222,0.3636
run_20260501_183332_img_0248,8,3,2,1,6,0.6667,0.25,0.3636
run_20260501_183332_img_0249,18,8,7,1,11,0.875,0.3889,0.5385
run_20260501_183332_img_0250,7,3,3,0,4,1.0,0.4286,0.6
run_20260501_183332_img_0251,20,8,5,3,15,0.625,0.25,0.3571
run_20260501_183332_img_0252,19,6,4,2,15,0.6667,0.2105,0.32
run_20260501_183332_img_0253,7,7,3,4,4,0.4286,0.4286,0.4286
run_20260501_183332_img_0254,5,2,2,0,3,1.0,0.4,0.5714
run_20260501_183332_img_0255,5,2,1,1,4,0.5,0.2,0.2857
run_20260501_183332_img_0256,43,14,12,2,31,0.8571,0.2791,0.4211
run_20260501_183332_img_0257,45,22,19,3,26,0.8636,0.4222,0.5672
run_20260501_183332_img_0258,30,18,13,5,17,0.7222,0.4333,0.5417
run_20260501_183332_img_0259,27,6,4,2,23,0.6667,0.1481,0.2424
run_20260501_183332_img_0260,16,7,6,1,10,0.8571,0.375,0.5217
run_20260501_183332_img_0261,38,30,21,9,17,0.7,0.5526,0.6176
run_20260501_183332_img_0262,20,9,4,5,16,0.4444,0.2,0.2759
run_20260501_183332_img_0263,23,7,5,2,18,0.7143,0.2174,0.3333
run_20260501_183332_img_0264,7,6,2,4,5,0.3333,0.2857,0.3077
run_20260501_183332_img_0265,5,7,3,4,2,0.4286,0.6,0.5
run_20260501_183332_img_0266,5,4,2,2,3,0.5,0.4,0.4444
run_20260501_183332_img_0267,5,4,3,1,2,0.75,0.6,0.6667
run_20260501_183332_img_0268,7,3,2,1,5,0.6667,0.2857,0.4
run_20260501_183332_img_0269,16,10,2,8,14,0.2,0.125,0.1538
run_20260501_183332_img_0270,14,7,2,5,12,0.2857,0.1429,0.1905
run_20260501_183332_img_0271,11,9,2,7,9,0.2222,0.1818,0.2
run_20260501_183332_img_0272,30,9,3,6,27,0.3333,0.1,0.1538
run_20260501_183332_img_0273,18,9,7,2,11,0.7778,0.3889,0.5185
run_20260501_183332_img_0274,3,1,0,1,3,0.0,0.0,0.0
run_20260501_183332_img_0275,34,21,11,10,23,0.5238,0.3235,0.4
run_20260501_183332_img_0276,28,16,12,4,16,0.75,0.4286,0.5455
run_20260501_183332_img_0277,23,20,17,3,6,0.85,0.7391,0.7907
run_20260501_183332_img_0278,18,13,10,3,8,0.7692,0.5556,0.6452
run_20260501_183332_img_0279,32,17,13,4,19,0.7647,0.4062,0.5306
run_20260501_183332_img_0280,29,17,11,6,18,0.6471,0.3793,0.4783
run_20260501_183332_img_0281,20,12,10,2,10,0.8333,0.5,0.625
run_20260501_183332_img_0282,14,8,8,0,6,1.0,0.5714,0.7273
run_20260501_183332_img_0283,14,7,4,3,10,0.5714,0.2857,0.381
run_20260501_183332_img_0284,10,4,4,0,6,1.0,0.4,0.5714
run_20260501_183332_img_0285,19,12,9,3,10,0.75,0.4737,0.5806
run_20260501_183332_img_0286,8,5,5,0,3,1.0,0.625,0.7692
run_20260501_183332_img_0287,9,7,3,4,6,0.4286,0.3333,0.375
run_20260501_183332_img_0288,14,9,7,2,7,0.7778,0.5,0.6087
run_20260501_183332_img_0289,15,12,8,4,7,0.6667,0.5333,0.5926
run_20260501_183332_img_0290,15,13,7,6,8,0.5385,0.4667,0.5
run_20260501_183332_img_0291,10,5,2,3,8,0.4,0.2,0.2667
__aggregate__,13654,5136,3172,1964,10482,0.6176,0.2323,0.3376
